Location Number,Store Format,Region Number,District Number,Location City,Location State Code,Zip Code,Zip Plus Four,National Number,National Description,Location Name,Vice President Region Name,Region Manager Name,Close  Date,Planned Close Date,Open Date,District Manager Name,Format Type,Store Format Description,Dma Name,Latitude,Longitude,Original Facility Number,Location Status,Row Create Timestamp,Row Create User Identifier,Row Modify Timestamp,Row Modify User Identifier,,,
35228,APO,74412,73412,PLANO,TX,75075,8421,70002,SEARS FORMAT,PLANO - A,RSTTO     /   SEARS,RSTTO SEARS SECUR,1/1/1900,1/1/1900,12/1/2003,DSTUN SST UNC,450,ACCOUNTING UNITS,Dallas-Ft. Worth, TX,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
54884,APO,74346,73346,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,SEARS HOME APPLIANCE SHOWROOMS LLC,DEALER BUS/   DEALER,RDSBU DEALER BUSI,1/1/1900,1/1/1900,5/1/2009,DDSHI DEALER HIGH,450,ACCOUNTING UNITS,Chicago, IL,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
1172,FLS,79232,78162,BLOOMINGDALE,IL,60108,2224,70002,SEARS FORMAT,BLOOMINGDALE - A,NORTHWEST /FLS - REG,NORTHWEST,1/1/1900,1/1/1900,8/18/1991,CHICAGO 162,1,FULL LINE STORES,Chicago, IL,41.9492,-88.1137,1172,OPEN,5/15/2014 08:56:37,PNADIGE,2/15/2015 09:33:44,MOKSHA_PROD_BCH,,
2539,GRD,79297,78297,PEORIA,AZ,85345,?,70002,SEARS FORMAT,PEORIA - B,CLOSED REG/   CLOSED,R9025 CLOSED REGI,10/31/2011,10/31/2011,5/25/2005,D297 CLOSED FLS D,1,SEARS GRANDS,Phoenix et al, AZ,33.5769,-112.257,2539,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
2497,FLS,79236,78196,BROWNSVILLE,TX,78526,1537,70002,SEARS FORMAT,BROWNSVILLE - B,SOUTHWEST /FLS - REG,SOUTHWEST,1/1/1900,1/1/1900,3/5/1979,HOUSTON 196,1,FULL LINE STORES,Harlingen et al, TX,25.9517,-97.5028,2497,OPEN,5/15/2014 08:56:37,PNADIGE,2/15/2015 09:33:44,MOKSHA_PROD_BCH,,
2150,FLS,79297,78297,ADRIAN,MI,49221,4352,70002,SEARS FORMAT,ADRIAN-B,CLOSED REG/   CLOSED,R9025 CLOSED REGI,3/18/2012,3/18/2012,11/1/1969,D297 CLOSED FLS D,1,FULL LINE STORES,Toledo, OH,41.8763,-84.04,2150,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
1643,GRD,79297,78297,PUTNAM,CT,6260,?,70002,SEARS FORMAT,PUTNAM - B,CLOSED REG/   CLOSED,R9025 CLOSED REGI,2/19/2012,2/19/2012,7/20/2005,D297 CLOSED FLS D,1,SEARS GRANDS,Hartford & New Haven, CT,41.9286,-71.8788,1643,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
3967,KMB,40760,40750,DUBLIN,GA,31021,6340,70001,KMART FORMAT,DUBLIN GA,CLOSED STO/   -     ,2016 CLOSED RM,4/10/2016,4/10/2016,7/8/1991,2016 WAVE1 CLS DM,2,KMART BIG K STORES,Macon, GA,32.5493,-82.9149,?,CLOSED,5/15/2014 08:56:37,PNADIGE,5/1/2016 10:10:13,MAPMPS_PROD_BCH,,
1298,FLS,79236,78156,RIVERSIDE,CA,92504,2604,70002,SEARS FORMAT,RIVERSIDE - A,SOUTHWEST /FLS - REG,SOUTHWEST,1/1/1900,1/1/1900,5/6/1964,LOS ANGELES 156,1,FULL LINE STORES,Los Angeles, CA,33.9474,-117.417,1298,OPEN,5/15/2014 08:56:37,PNADIGE,2/15/2015 09:33:44,MOKSHA_PROD_BCH,,
6965,SAC,79074,78565,DAVENPORT,IA,52806,?,70002,SEARS FORMAT,DAVENPORT-SAC,SOUTH CENT/SAC - REG,CENTRAL REG 9074,1/1/1900,1/1/1900,8/5/1981,OMAHA 565,1,SEARS AUTO CENTERS,Davenport et al, IA-IL,41.5646,-90.5715,6965,OPEN,5/15/2014 08:56:37,PNADIGE,2/13/2016 09:20:38,MAPMPS_PROD_BCH,,
6007,DST,9033,8560,ABILENE,TX,79602,1777,70003,DISTR FORMAT,ABILENE,DC STORE ROLLUP-TOP LEVEL,,11/20/2012,11/20/2012,7/4/1979,,353,DISTRIBUTION CENTERS,Abilene-Sweetwater, TX,0,0,6007,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
8389,SVC,79842,78033,THOUSAND OAKS,CA,91360,4206,70002,SEARS FORMAT,THOUSAND OAKS-BRANCH,OTC SLS DI/OTC DIV,OTC RGN,3/31/2014,3/31/2014,8/1/1983,CENTRAL CA/LA NORTH,660,SERVICE CENTRALS,Los Angeles, CA,0,0,8389,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
4049,OUT,79070,78958,SANTA ANA,CA,92707,3342,70002,SEARS FORMAT,SANTA ANA - RTL OTLT,RETAIL OUT/FIELD ROL,WEST REGION-OUTLET,1/1/1900,1/1/1900,10/1/1995,SANTA ANA-OUTLET,1,OUTLET STORES,Los Angeles, CA,33.7148,-117.8737,4049,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
433,DST,9033,8560,MIDDLETOWN,PA,17057,2958,70003,DISTR FORMAT,MIDDLETOWN - TDC,DC STORE ROLLUP-TOP LEVEL,,1/1/1900,1/1/1900,8/1/1996,,142,DISTRIBUTION CENTERS,Harrisburg et al, PA,0,0,433,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
3618,KMB,40511,40596,WEST ALLIS,WI,53214,4849,70001,KMART FORMAT,WEST ALLIS WI,NORTH WEST/M MCNERNE,M MCNERNEY/NORT WEST,1/1/1900,1/1/1900,11/12/1987,Greenbay WI,2,KMART BIG K STORES,Milwaukee, WI,43.0175,-87.9992,?,OPEN,5/15/2014 08:56:37,PNADIGE,2/27/2016 22:31:05,MAPMPS_PROD_BCH,,
3231,DLR,79594,78119,ESCANABA,MI,49829,1326,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,NORTHEAST /HOMETOWN,R9042 NORTH REG,1/1/1900,1/1/1900,6/1/1993,D119 GREEN BAY,1,AUTH HOMETOWN STORES,Marquette, MI,45.7482,-87.0793,3231,OPEN,5/15/2014 08:56:37,PNADIGE,10/5/2016 13:04:47,MAPMPS_PROD_BCH,,
36595,HDQ,74407,73407,INDEPENDENCE,OH,44131,7303,70002,SEARS FORMAT,RE DEVELOPMENT,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,12/20/2012,OVERHEAD DIST,700,HDQTRS DEPTS,Cleveland et al, OH,0,0,36595,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
33219,HDQ,74403,73403,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,SDC-SNY OFFSET,RSATO     /   SEGMEN,RSATO SEGMENTED A,1/1/1900,1/1/1900,5/4/2014,DSATO SEGMENTED A,700,HDQTRS DEPTS,Chicago, IL,0,0,33219,OPEN,5/27/2014 17:40:13,MOKSHA_PROD_BCH,?,?,,
35087,APO,74414,73414,NEW BRUNSWICK,NJ,8901,?,70002,SEARS FORMAT,NEW BRUNSWICK - A,RSTTO     /   SEARS,RSTTO SEARS SECUR,1/1/1900,1/1/1900,11/15/2003,DSTNY SST NEW YOR,450,ACCOUNTING UNITS,New York, NY,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
32656,LES,74407,73407,HOFFMAN EST,IL,60179,?,70002,SEARS FORMAT,LE NEW BUSINESS,Overhead  /OHD 6,OVERHEAD RGN,10/12/2011,10/12/2011,5/2/2003,OVERHEAD DIST,701,LANDS END STORES,Chicago, IL,0,0,90107,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
54251,APO,70502,70503,DALLAS,TX,75206,?,70002,SEARS FORMAT,ZIONS NATIONAL BANK UT,SEARS     /CORP DIVI,CORP REGION-SEARS,1/1/1900,1/1/1900,3/1/2006,CORP DISTRICT-SEARS,450,ACCOUNTING UNITS,Dallas-Ft. Worth, TX,0,0,?,OPEN,11/8/2014 06:46:59,MOKSHA_PROD_BCH,?,?,,
35146,APO,74414,73414,FORSYTH,IL,62535,2000,70002,SEARS FORMAT,FORSYTH - B,RSTTO     /   SEARS,RSTTO SEARS SECUR,1/1/1900,1/1/1900,11/15/2003,DSTNY SST NEW YOR,450,ACCOUNTING UNITS,Champaign et al, IL,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
3414,KMB,40760,40743,LODI,NJ,7644,1623,70001,KMART FORMAT,LODI NJ,CLOSED STO/   -     ,2016 CLOSED RM,4/23/2016,4/23/2016,3/20/1980,2016 CLOSED DM,2,KMART BIG K STORES,New York, NY,40.8747,-74.0864,?,CLOSED,5/15/2014 08:56:37,PNADIGE,5/1/2016 10:10:13,MAPMPS_PROD_BCH,,
8573,DST,9033,8560,SANTA ANA,CA,92707,?,70003,DISTR FORMAT,SANTA ANA TGI PROJECT WHS,DC STORE ROLLUP-TOP LEVEL,,2/25/2013,2/25/2013,10/10/2001,,353,DISTRIBUTION CENTERS,Los Angeles, CA,0,0,4857,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
32834,LES,74407,73407,HOFFMAN EST,IL,60179,?,70002,SEARS FORMAT,LE FACILITY PLANNING,Overhead  /OHD 6,OVERHEAD RGN,6/16/2014,6/16/2014,5/30/2003,OVERHEAD DIST,701,LANDS END STORES,Chicago, IL,0,0,90701,CLOSED,5/15/2014 08:56:37,PNADIGE,7/6/2014 16:01:13,MOKSHA_PROD_BCH,,
35106,APO,74414,73414,ARLINGTON,TX,76015,4122,70002,SEARS FORMAT,ARLINGTON/PARKS - A,RSTTO     /   SEARS,RSTTO SEARS SECUR,1/1/1900,1/1/1900,11/15/2003,DSTNY SST NEW YOR,450,ACCOUNTING UNITS,Dallas-Ft. Worth, TX,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
7986,SVC,79846,78035,BATON ROUGE,LA,70809,5128,70002,SEARS FORMAT,BATON ROUGE - BRANCH,WEST DIVIS/   OTC DI,WEST OTC REGION,1/1/1900,7/12/2014,12/16/2007,HOUSTON DIST,660,SERVICE CENTRALS,Baton Rouge, LA,0,0,7986,CLOSING,5/15/2014 08:56:37,PNADIGE,7/17/2014 12:27:57,MOKSHA_PROD_BCH,,
3172,KMB,40525,40635,HAGERSTOWN,MD,21740,6962,70001,KMART FORMAT,HAGERSTOWN MD,NORTH EAST/R ANDRESE,R ANDRESEN/NO EAST,1/1/1900,1/1/1900,9/5/1974,C  YEAGER/PITTSBURGH,2,KMART BIG K STORES,Washington et al, DC-MD,39.6279,-77.7632,?,OPEN,5/15/2014 08:56:37,PNADIGE,2/27/2016 22:31:05,MAPMPS_PROD_BCH,,
2272,FLS,79297,78297,MILWAUKEE,WI,53217,4503,70002,SEARS FORMAT,MILWAUKEE-GLENDALE-B,CLOSED REG/   CLOSED,R9025 CLOSED REGI,12/7/2014,12/7/2014,1/1/1954,D297 CLOSED FLS D,1,FULL LINE STORES,Milwaukee, WI,43.1241,-87.9129,2272,CLOSED,5/15/2014 08:56:37,PNADIGE,1/5/2015 02:56:28,MOKSHA_PROD_BCH,,
54863,APO,74315,73315,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,PR HL NO-SHO-W06,RFLHI FLS /FLS HIGH-,RFLHI FLS HI-LE B,1/1/1900,1/1/1900,12/4/2012,DFLHI FLS HI-LE A,450,ACCOUNTING UNITS,Chicago, IL,0,0,54863,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
3904,DLR,79528,78107,GREAT FALLS,MT,59405,4414,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,R9037 WEST/HOMETOWN,R9037 WEST REG,1/1/1900,1/1/1900,11/24/2015,D107 MISSOULA,1,AUTH HOMETOWN STORES,Great Falls, MT,47.4926,-111.2889,3904,OPEN,5/15/2014 08:56:37,PNADIGE,11/21/2015 07:41:15,MOKSHA_PROD_BCH,,
2703,FLS,79055,78330,NEW ORLEANS,LA,70123,?,70002,SEARS FORMAT,NEW ORLEANS LA - D,KSR REGION/   KSR RE,R9055 KSR REGION,12/13/2013,12/13/2013,11/15/2005,KSR DISTRICT D330,1,FULL LINE STORES,New Orleans, LA,0,0,2703,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
5822,DLR,79528,78102,COTTAGE GROVE,OR,97424,1741,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,R9037 WEST/HOMETOWN,R9037 WEST REG,1/1/1900,1/1/1900,4/23/1998,D102 EUGENE,1,AUTH HOMETOWN STORES,Eugene, OR,43.7989,-123.0475,3368,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
5208,FLS,79055,78330,BRONX,NY,10473,2500,70002,SEARS FORMAT,BRONX - D,KSR REGION/   KSR RE,R9055 KSR REGION,1/1/1900,1/1/1900,10/26/2007,KSR DISTRICT D330,1,FULL LINE STORES,New York, NY,0,0,5208,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
1474,FLS,79231,78181,YOUNGSTOWN,OH,44512,5614,70002,SEARS FORMAT,YOUNGSTOWN-A,NORTHEAST /FLS - REG,NORTHEAST,1/1/1900,1/1/1900,10/13/1969,PITTSBURGH 181,1,FULL LINE STORES,Youngstown, OH,41.0194,-80.6593,1474,OPEN,5/15/2014 08:56:37,PNADIGE,8/15/2015 09:01:38,MOKSHA_PROD_BCH,,
6554,DLR,79577,78214,ENTERPRISE,AL,36330,?,70002,SEARS FORMAT,ENTERPRISE - AUTH DEALER,CENTRAL RE/HOMETOWN,R9039 CENTRAL REG,3/23/2006,3/23/2006,12/22/2001,D214 MONTGOMERY,1,AUTH HOMETOWN STORES,Dothan, AL,0,0,3793,CLOSED,5/15/2014 08:56:37,PNADIGE,2/15/2015 09:33:44,MOKSHA_PROD_BCH,,
4617,OUT,79069,78947,CARROLLTON,TX,75006,5424,70002,SEARS FORMAT,CARROLLTON - OUTLET,RETAIL OUT/FIELD ROL,CENTRL RGN-OUTLET,1/1/1900,1/1/1900,8/23/2003,DFW/HOUSTON-OUTLET,1,OUTLET STORES,Dallas-Ft. Worth, TX,32.9564,-96.8575,4617,OPEN,5/15/2014 08:56:37,PNADIGE,2/13/2016 09:20:38,MAPMPS_PROD_BCH,,
8596,CPD,73262,8551,AUGUSTA,GA,30904,7011,70002,SEARS FORMAT,ALBANY - CS MIXER,COMM SALES/CS NATL A,CS NATL ACCTS DIST,1/1/1900,1/1/1900,1/1/2003,ZISH TROCKI,316,COMMERCIAL PRD,Augusta-Aiken, GA-SC,0,0,4882,OPEN,5/15/2014 08:56:37,PNADIGE,9/18/2014 04:03:57,MOKSHA_PROD_BCH,,
37962,HDQ,74407,73407,HOFFMAN ESTATES,IL,60179,?,70002,SEARS FORMAT,L&G SEARS,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,4/20/2006,OVERHEAD DIST,700,HDQTRS DEPTS,Chicago, IL,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
5843,HDW,79334,78334,NEWARK,DE,19711,5453,70002,SEARS FORMAT,NEWARK - HDWR,CLOSED HAR/HARDWARE2,R9934 CLOSED HARD,1/27/2015,1/27/2015,8/5/2000,D334 CLOSED HARDW,1,HARDWARE STORES,Philadelphia, PA,39.6831,-75.7327,5843,CLOSED,5/15/2014 08:56:37,PNADIGE,2/7/2015 07:20:40,MOKSHA_PROD_BCH,,
5294,HDW,79334,78334,AMSTERDAM,NY,12010,?,70002,SEARS FORMAT,AMSTERDAM - HDWR,CLOSED HAR/HARDWARE2,R9934 CLOSED HARD,3/26/2006,3/26/2006,4/23/1999,D334 CLOSED HARDW,1,HARDWARE STORES,Albany et al, NY,0,0,5294,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
36635,APO,74403,73403,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,SEARS INTERNATIONAL HOLDINGS,RSATO     /   SEGMEN,RSATO SEGMENTED A,1/1/1900,1/1/1900,10/29/2014,DSATO SEGMENTED A,450,ACCOUNTING UNITS,Chicago, IL,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,11/1/2014 13:00:17,MOKSHA_PROD_BCH,,
54577,MSC,74346,73346,HOFFMAN EST,IL,60179,?,70002,SEARS FORMAT,DEALER STORES-UNIT NAI A/,DEALER BUS/   DEALER,RDSBU DEALER BUSI,1/1/1900,1/1/1900,10/20/2000,DDSHI DEALER HIGH,999,MISCELLANOUS,Chicago, IL,0,0,900200,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
7864,INT,74289,73289,NAPERVILLE,IL,60563,9744,70002,SEARS FORMAT,KMART.COM MARKETPLACE,ONLINE STR/FLS ONLIN,ONLINE REGION,1/1/1900,1/1/1900,12/11/2013,D9024 ONLINE DIST,1,SEARS ON LINE,Chicago, IL,0,0,7864,OPEN,5/18/2016 09:17:41,MAPMPS_PROD_BCH,?,?,,
6924,SAC,79072,78741,CUMBERLAND,MD,21502,7799,70002,SEARS FORMAT,CUMBERLAND-SAC,NORTH EAST/SAC - REG,NORTH EAST REG 9072,1/1/1900,1/1/1900,10/4/1982,PITTSBURGH 741,1,SEARS AUTO CENTERS,Washington et al, DC-MD,39.6266,-78.836,6924,OPEN,5/15/2014 08:56:37,PNADIGE,4/9/2016 08:19:48,MAPMPS_PROD_BCH,,
36961,HDQ,74407,73407,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,HOME APPLIANCES FINANCE,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,11/16/2011,OVERHEAD DIST,700,HDQTRS DEPTS,Chicago, IL,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
7269,DLR,79029,78204,ATLANTA,TX,75551,2637,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,SOUTH REGI/HOMETOWN,R9029 SOUTH REGION,1/1/1900,1/1/1900,5/1/1997,D204 TYLER,1,AUTH HOMETOWN STORES,Shreveport, LA,33.1133,-94.1629,3956,OPEN,5/15/2014 08:56:37,PNADIGE,2/15/2015 09:33:44,MOKSHA_PROD_BCH,,
6493,SAC,79110,78597,GALESBURG,IL,61401,?,70002,SEARS FORMAT,GALESBURG-SAC,CLOSED SAC/SAC - REG,CLOSED UNITS-SAC,5/4/2013,5/4/2014,10/1/1975,D597 CLOSED UNITS,1,SEARS AUTO CENTERS,Davenport et al, IA-IL,40.9733,-90.3895,6493,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
1435,FLS,79297,78297,MACON,GA,31212,5490,70002,SEARS FORMAT,MACON - A,CLOSED REG/   CLOSED,R9025 CLOSED REGI,4/29/2012,4/29/2012,7/31/1975,D297 CLOSED FLS D,1,FULL LINE STORES,Macon, GA,32.8179,-83.6955,1435,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
3864,KMB,40511,40571,WEST BRANCH,MI,48661,9343,70001,KMART FORMAT,WEST BRANCH MI,NORTH WEST/M MCNERNE,M MCNERNEY/NORT WEST,1/1/1900,1/1/1900,11/15/1990,P  MIRAMBEAU/N MICH,2,KMART BIG K STORES,Flint-Saginaw et al, MI,44.2728,-84.2238,?,OPEN,5/15/2014 08:56:37,PNADIGE,2/27/2016 22:31:05,MAPMPS_PROD_BCH,,
3948,DLR,79029,78204,MEXIA,TX,76667,2526,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,SOUTH REGI/HOMETOWN,R9029 SOUTH REGION,1/1/1900,1/1/1900,8/16/1999,D204 TYLER,1,AUTH HOMETOWN STORES,Waco-Temple-Bryan, TX,31.6798,-96.4808,3948,OPEN,5/15/2014 08:56:37,PNADIGE,2/13/2016 09:20:38,MAPMPS_PROD_BCH,,
37024,APO,74407,73407,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,SHO REV-FINANCE EXPENSES,Overhead  /OHD 6,OVERHEAD RGN,11/20/2012,11/20/2012,8/3/2012,OVERHEAD DIST,450,ACCOUNTING UNITS,Chicago, IL,0,0,37024,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
3719,KMB,40512,40778,LAS VEGAS,NV,89130,3404,70001,KMART FORMAT,LAS VEGAS NV,SOUTH WEST/D MARSELL,D MARSELLA/SO WEST,1/1/1900,1/1/1900,10/25/1990,Las Vegas NV,2,KMART BIG K STORES,Las Vegas, NV,36.2421,-115.2325,?,OPEN,5/15/2014 08:56:37,PNADIGE,2/15/2015 09:33:44,MOKSHA_PROD_BCH,,
5860,ONS,74410,73410,TEMPE,AZ,85284,2939,70002,SEARS FORMAT,TEMPE - WHSE,Builder   /   Distri,BUILDER DSTRIB RM,1/1/1900,1/1/1900,10/4/2004,BUILDER DSTRIB DM,1,ONE SOURCE AT SEARS,Phoenix et al, AZ,0,0,5860,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
1845,DLR,79603,78372,FORT PIERCE,FL,34982,8114,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,SOUTHEAST//HOMETOWN,R9040 EAST,1/1/1900,1/1/1900,2/22/2008,D372 ORLANDO,1,AUTH HOMETOWN STORES,W. Palm Beach et al, FL,27.4067,-80.3259,1845,OPEN,5/15/2014 08:56:37,PNADIGE,10/5/2016 13:04:47,MAPMPS_PROD_BCH,,
1130,FLS,79232,78162,JANESVILLE,WI,53545,477,70002,SEARS FORMAT,JANESVILLE  -  A,NORTHWEST /FLS - REG,NORTHWEST,1/1/1900,1/1/1900,10/22/1997,CHICAGO 162,1,FULL LINE STORES,Madison, WI,42.712,-88.9998,1130,OPEN,5/15/2014 08:56:37,PNADIGE,2/15/2015 09:33:44,MOKSHA_PROD_BCH,,
39201,APO,74407,73407,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,HISTORY-HOMETOWN RETAIL,Overhead  /OHD 6,OVERHEAD RGN,5/4/2013,5/4/2013,7/18/2012,OVERHEAD DIST,450,ACCOUNTING UNITS,Chicago, IL,0,0,39201,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
4682,APO,78850,58850,PUEBLO,CO,81003,2315,70002,SEARS FORMAT,PUEBLO - A/O,NORTH REGI/R850 NORT,D850 CENTRAL,1/1/1900,1/1/1900,2/27/1998,GRANGER CHRIS,450,ACCOUNTING UNITS,Colorado Sprgs et al, CO,0,0,9875,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
9370,KMA,40550,40676,ROELAND PARK,KS,66205,?,70001,KMART FORMAT,ROELAND PARK KS,CORP_STORE/   -     ,RM TEMP CORP,1/1/1900,1/1/1900,12/31/2049,DM TEMP CORP,2,KMART REGULAR STORES,Kansas City, MO-KS,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
9372,INT,89718,88718,W DES MOINES,IA,50323,?,70002,SEARS FORMAT,DES MOINES VIRTUAL SITE,WATER HEAT/WATER HEA,WATER HEATER REGION,1/1/1900,1/1/1900,5/31/2003,Online District,1,SEARS ON LINE,Des Moines-Ames, IA,0,0,9372,OPEN,5/15/2014 08:56:37,PNADIGE,8/10/2015 17:34:58,MELANGO,,
24418,SVC,79809,73137,ALLENTOWN,PA,18109,9584,70002,SEARS FORMAT,ALLENTOWN CARRY IN,CARRY IN C/CARRY IN,CARRY IN CR TEAM REG,3/1/2015,3/1/2015,7/1/2014,CARRY IN CR TEAM DIS,660,SERVICE CENTRALS,Philadelphia, PA,0,0,24418,CLOSED,8/3/2014 03:29:08,MOKSHA_PROD_BCH,10/29/2015 09:16:25,MOKSHA_PROD_BCH,,
1088,FLS,79236,78146,GLENDALE,CA,91203,2532,70002,SEARS FORMAT,GLENDALE - A,SOUTHWEST /FLS - REG,SOUTHWEST,1/1/1900,1/1/1900,1/1/1951,LA VALLEY 146,1,FULL LINE STORES,Los Angeles, CA,34.1495,-118.2574,1088,OPEN,5/15/2014 08:56:37,PNADIGE,2/15/2015 09:33:44,MOKSHA_PROD_BCH,,
8674,CPD,73262,8551,AUGUSTA,GA,30904,7011,70002,SEARS FORMAT,GARNER - CS MIXER,COMM SALES/CS NATL A,CS NATL ACCTS DIST,1/1/1900,1/1/1900,1/1/2003,ZISH TROCKI,316,COMMERCIAL PRD,Augusta-Aiken, GA-SC,0,0,4896,OPEN,5/15/2014 08:56:37,PNADIGE,9/18/2014 04:03:57,MOKSHA_PROD_BCH,,
54211,APO,70502,70503,DALLAS,TX,75206,?,70002,SEARS FORMAT,BRANCH BANKING & TRUST NC,SEARS     /CORP DIVI,CORP REGION-SEARS,1/1/1900,1/1/1900,3/1/2006,CORP DISTRICT-SEARS,450,ACCOUNTING UNITS,Dallas-Ft. Worth, TX,0,0,?,OPEN,11/8/2014 06:46:59,MOKSHA_PROD_BCH,?,?,,
35104,APO,74414,73414,SAN ANTONIO,TX,78247,5317,70002,SEARS FORMAT,SAN ANTONIO - A,RSTTO     /   SEARS,RSTTO SEARS SECUR,1/1/1900,1/1/1900,11/15/2003,DSTNY SST NEW YOR,450,ACCOUNTING UNITS,San Antonio, TX,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
36412,APO,74407,73407,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,SYW SHOPBOLT,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,3/26/2015,OVERHEAD DIST,450,ACCOUNTING UNITS,Chicago, IL,0,0,36412,OPEN,5/15/2014 08:56:37,PNADIGE,4/1/2015 07:32:57,MOKSHA_PROD_BCH,,
54520,APO,74407,73407,SAN JOSE,CA,95119,1208,70002,SEARS FORMAT,SAN JOSE-OSH LEDGER UNIT,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,6/3/1998,OVERHEAD DIST,450,ACCOUNTING UNITS,San Francisco et al, CA,0,0,554630,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
36143,HDQ,74407,73407,HOFFMAN EST,IL,60179,?,70002,SEARS FORMAT,DIVERSITY,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,10/18/1994,OVERHEAD DIST,700,HDQTRS DEPTS,Chicago, IL,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
