Location Number,Store Format,Region Number,District Number,Location City,Location State Code,Zip Code,Zip Plus Four,National Number,National Description,Location Name,Vice President Region Name,Region Manager Name,Close  Date,Planned Close Date,Open Date,District Manager Name,Format Type,Store Format Description,Dma Name,Latitude,Longitude,Original Facility Number,Location Status,Row Create Timestamp,Row Create User Identifier,Row Modify Timestamp,Row Modify User Identifier,,,
2631,SAC,79086,78545,PROVO,UT,84601,5947,70002,SEARS FORMAT,PROVO-SAC,WEST      /SAC - REG,WEST REGION 9086,1/1/1900,1/1/1900,10/3/1998,DENVER/SALT LAKE 545,1,SEARS AUTO CENTERS,Salt Lake City, UT,40.2185,-111.6637,2631,OPEN,5/15/2014 08:56:37,PNADIGE,2/13/2016 09:20:38,MAPMPS_PROD_BCH,,
8606,SVC,79410,73234,MESA,AZ,85204,6628,70002,SEARS FORMAT,MESA-A&E L&G,WEST DIVIS/PR REPAIR,T79410 SOUTHWEST TER,6/18/2015,6/18/2015,3/1/2004,D8038 PACIFIC SWEST,660,SERVICE CENTRALS,Phoenix et al, AZ,0,0,8606,CLOSED,5/15/2014 08:56:37,PNADIGE,7/5/2015 07:58:58,MOKSHA_PROD_BCH,,
1142,FLS,79297,78297,EDEN PRAIRIE,MN,55344,5381,70002,SEARS FORMAT,EDEN PRAIRIE-A,CLOSED REG/   CLOSED,R9025 CLOSED REGI,11/20/2016,11/20/2016,8/14/1975,D297 CLOSED FLS D,1,FULL LINE STORES,Minneapolis-St. Paul, MN,44.8534,-93.4258,1142,CLOSED,5/15/2014 08:56:37,PNADIGE,11/27/2016 07:45:56,MAPMPS_PROD_BCH,,
6709,SAC,79074,78577,RICHARDSON,TX,75081,?,70002,SEARS FORMAT,RICHARDSON-SAC,SOUTH CENT/SAC - REG,CENTRAL REG 9074,1/1/1900,1/1/1900,3/6/1974,DALLAS/COMBO 577,1,SEARS AUTO CENTERS,Dallas-Ft. Worth, TX,32.9437,-96.6974,6709,OPEN,5/15/2014 08:56:37,PNADIGE,2/13/2016 09:20:38,MAPMPS_PROD_BCH,,
15029,MSC,79055,78330,WARREN,OH,44483,1899,70002,SEARS FORMAT,KMART DC 8305 - WARREN OH,KSR REGION/   KSR RE,R9055 KSR REGION,1/1/1900,1/1/1900,8/10/2007,KSR DISTRICT D330,999,MISCELLANOUS,Youngstown, OH,0,0,15029,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
6934,SAC,79072,78541,STRONGSVILLE,OH,44136,9311,70002,SEARS FORMAT,STRONGSVILLE-SAC,NORTH EAST/SAC - REG,NORTH EAST REG 9072,1/1/1900,1/1/1900,10/12/1996,CLEVELAND 541,1,SEARS AUTO CENTERS,Cleveland et al, OH,41.3081,-81.822,6934,OPEN,5/15/2014 08:56:37,PNADIGE,2/13/2016 09:20:38,MAPMPS_PROD_BCH,,
4038,OUT,79070,78958,PALMDALE,CA,93551,3710,70002,SEARS FORMAT,PALMDALE - OUTLET,RETAIL OUT/FIELD ROL,WEST REGION-OUTLET,1/1/1900,1/1/1900,3/20/2014,SANTA ANA-OUTLET,1,OUTLET STORES,Los Angeles, CA,34.6006,-118.1353,4038,OPEN,5/15/2014 08:56:37,PNADIGE,2/13/2016 09:20:38,MAPMPS_PROD_BCH,,
36706,HDQ,74403,73403,HOFFMAN EST,IL,60179,?,70002,SEARS FORMAT,SEARS PROTECTION COMPANY,RSATO     /   SEGMEN,RSATO SEGMENTED A,1/1/1900,1/1/1900,1/4/2001,DSATO SEGMENTED A,700,HDQTRS DEPTS,Chicago, IL,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
5649,HDW,74732,73110,CAPITOLA,CA,95010,2938,70002,SEARS FORMAT,CAPITAOLA - OSH,RORCR     /   ORCHAR,RORCR ORCHARD - R,12/31/2011,12/31/2011,10/1/1997,D308 OSH DISTRICT,1,HARDWARE STORES,Monterey-Salinas, CA,36.9728,-121.964,5649,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
1308,GRD,88329,58329,CHESTER,VA,23831,?,70002,SEARS FORMAT,CHESTER - B,D9239 ESSE/   D9239,D329 VIRGINIA/MAR,6/28/2006,6/28/2006,6/27/2006,RYAN MIKE,1,SEARS GRANDS,Richmond-Petersburg, VA,0,0,1308,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
4835,KMB,40731,40735,CENTRE,AL,35960,9306,70001,KMART FORMAT,CENTRE AL,CLOSED STO/   -     ,2014 CLOSED RM,12/7/2014,12/7/2014,6/7/1993,2014 WAVE5 CLS DM,2,KMART BIG K STORES,Birmingham et al, AL,34.1596,-85.7022,?,CLOSED,5/15/2014 08:56:37,PNADIGE,1/5/2015 02:56:28,MOKSHA_PROD_BCH,,
34382,MSC,74403,73403,NEWARK,CA,94560,4900,70002,SEARS FORMAT,182 SGP 01698 06568 NEWARK,CA,RSATO     /   SEGMEN,RSATO SEGMENTED A,3/24/2016,3/24/2016,5/26/2015,DSATO SEGMENTED A,999,MISCELLANOUS,San Francisco et al, CA,0,0,?,CLOSED,5/30/2015 07:35:18,MOKSHA_PROD_BCH,4/20/2016 12:40:53,MAPMPS_PROD_BCH,
25921,APO,58998,58998,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,MARYLAND - WORK FROM HOME,WORK FROM /   DEMPST,DEMPSTER CHRIS,1/1/1900,1/1/1900,9/15/2006,DEMPSTER CHRIS,450,ACCOUNTING UNITS,Chicago, IL,0,0,25921,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
9462,KMB,40525,40951,VAILS GATE,NY,12584,?,70001,KMART FORMAT,VAILS GATE NY,NORTH EAST/R ANDRESE,R ANDRESEN/NO EAST,1/1/1900,1/1/1900,11/15/2001,R  TRKSAK/METRO NJ,2,KMART BIG K STORES,New York, NY,41.4594,-74.0568,?,OPEN,5/15/2014 08:56:37,PNADIGE,2/27/2016 22:31:05,MAPMPS_PROD_BCH,,
5386,SVC,79406,73199,MIDDLEBURG HTS,OH,44130,7809,70002,SEARS FORMAT,BROOKPARK-A&E SIGNATURE,NORTH DIVI/PR REPAIR,T79406 NORTHEAST TER,6/18/2015,6/18/2015,11/15/2004,D6141 MIDDLEBURG HTS,660,SERVICE CENTRALS,Cleveland et al, OH,0,0,5386,CLOSED,5/15/2014 08:56:37,PNADIGE,3/12/2016 08:21:15,MAPMPS_PROD_BCH,,
33402,APO,74407,73407,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,SHO RE TRANS WITH SEARS,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,12/11/2012,OVERHEAD DIST,450,ACCOUNTING UNITS,Chicago, IL,0,0,33402,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
28066,APO,79820,73623,KINGSTON,NH,3848,3132,70002,SEARS FORMAT,N ENGL DST NH CAP AREA 11,NORTH DIVI/PR REPAIR,R820 NORTH REGION,1/1/1900,1/1/1900,12/14/2005,,450,ACCOUNTING UNITS,Boston et al, MA-NH,0,0,28066,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
1123,FLS,79231,78131,DEDHAM,MA,2026,1876,70002,SEARS FORMAT,DEDHAM - A,NORTHEAST /FLS - REG,NORTHEAST,1/1/1900,1/1/1900,4/26/1967,BOSTON 131,1,FULL LINE STORES,Boston et al, MA-NH,42.2539,-71.1689,1123,OPEN,5/15/2014 08:56:37,PNADIGE,2/15/2015 09:33:44,MOKSHA_PROD_BCH,,
4120,DIO,74418,73418,RICHMOND,VA,23230,3315,70002,SEARS FORMAT,RICHMOND,VA,RHDPR     /   HOME D,NORTHWEST TERRITORY,1/1/1900,1/1/1900,12/29/1996,NORTHWEST DISTRICT,1,INSTALLATION OFFICES,Richmond-Petersburg, VA,0,0,4120,OPEN,8/12/2015 08:42:14,MOKSHA_PROD_BCH,4/2/2016 08:27:13,MAPMPS_PROD_BCH,
54509,APO,74407,73407,TRACY,CA,95376,2000,70002,SEARS FORMAT,TRACY-OSH LEDGER UNIT,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,6/9/1998,OVERHEAD DIST,450,ACCOUNTING UNITS,Sacramento et al, CA,0,0,554320,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
8547,CPD,74264,73264,PENDERGRASS,GA,30567,4128,70002,SEARS FORMAT,CS COMMON CARRIER DEL PAD,WEST DIVIS/CS DIVISI,CS WEST REGION,1/1/1900,1/1/1900,3/15/2013,CS WEST DIST,316,COMMERCIAL PRD,Atlanta, GA,0,0,8547,OPEN,5/15/2014 08:56:37,PNADIGE,9/18/2014 04:03:57,MOKSHA_PROD_BCH,,
34323,MSC,74403,73403,FRESNO,CA,93726,5304,70002,SEARS FORMAT,123 SGP 01208 06811 FRESNO,CA,RSATO     /   SEGMEN,RSATO SEGMENTED A,3/24/2016,3/24/2016,5/26/2015,DSATO SEGMENTED A,999,MISCELLANOUS,Fresno-Visalia, CA,0,0,?,CLOSED,5/30/2015 07:35:18,MOKSHA_PROD_BCH,4/13/2016 10:38:45,MAPMPS_PROD_BCH,
3773,KMB,40523,40738,GREENEVILLE,TN,37745,4249,70001,KMART FORMAT,GREENEVILLE TN,SOUTH EAST/D GEORGE ,D GEORGE/SOUTH EAST,1/1/1900,1/1/1900,8/9/1990,Asheville NC,2,KMART BIG K STORES,Tri-Cities, TN-VA,36.1753,-82.7957,?,OPEN,5/15/2014 08:56:37,PNADIGE,2/27/2016 22:31:05,MAPMPS_PROD_BCH,,
2774,FLS,79233,78133,CUMBERLAND,MD,21502,7799,70002,SEARS FORMAT,CUMBERLAND - B,SOUTHEAST /FLS - REG,SOUTHEAST,1/1/1900,1/1/1900,10/4/1982,BALTIMORE 133,1,FULL LINE STORES,Washington et al, DC-MD,39.6266,-78.836,2774,OPEN,5/15/2014 08:56:37,PNADIGE,2/15/2015 09:33:44,MOKSHA_PROD_BCH,,
34218,MSC,74403,73403,COLUMBIA,PA,17512,9025,70002,SEARS FORMAT,018 SGP 03911 COLUMBIA,PA,RSATO     /   SEGMEN,RSATO SEGMENTED A,3/24/2016,3/24/2016,5/26/2015,DSATO SEGMENTED A,999,MISCELLANOUS,Harrisburg et al, PA,0,0,?,CLOSED,6/6/2015 07:34:53,MOKSHA_PROD_BCH,4/13/2016 10:38:45,MAPMPS_PROD_BCH,
5771,DLR,79594,78119,HOUGHTON,MI,49931,2819,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,NORTHEAST /HOMETOWN,R9042 NORTH REG,1/1/1900,1/1/1900,11/17/1997,D119 GREEN BAY,1,AUTH HOMETOWN STORES,Marquette, MI,47.1123,-88.581,3301,OPEN,5/15/2014 08:56:37,PNADIGE,10/5/2016 13:04:47,MAPMPS_PROD_BCH,,
2309,FLS,79232,78132,SILVERDALE,WA,98383,7670,70002,SEARS FORMAT,SILVERDALE - B,NORTHWEST /FLS - REG,NORTHWEST,1/1/1900,1/1/1900,8/7/1985,SEATTLE 132,1,FULL LINE STORES,Seattle-Tacoma, WA,47.6557,-122.6906,2309,OPEN,5/15/2014 08:56:37,PNADIGE,2/15/2015 09:33:44,MOKSHA_PROD_BCH,,
4915,CTS,74269,73269,CAROL STREAM,IL,60188,9418,70002,SEARS FORMAT,INDUSTRIAL SLS-C STREAM,IND TOOLS /DIVISION-,IND TOOLS REGION,1/1/1900,1/1/1900,4/24/2000,IND TOOLS DISTRICT,1,CONTRACT SALES STORES,Chicago, IL,0,0,4915,OPEN,5/15/2014 08:56:37,PNADIGE,9/18/2014 04:03:57,MOKSHA_PROD_BCH,,
7792,SVC,79831,74131,WEXFORD,PA,15090,?,70002,SEARS FORMAT,WEXFORD - BRANCH,CLOSED PRO/CLOSED PR,CLOSED PROD REPAIR,3/25/2006,3/25/2006,12/31/1987,CLOSED PROD REPAIR,660,SERVICE CENTRALS,Pittsburgh, PA,0,0,7793,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
8589,CPD,73262,8551,AUGUSTA,GA,30904,7011,70002,SEARS FORMAT,GAINESVILLE - CS MIXER,COMM SALES/CS NATL A,CS NATL ACCTS DIST,1/1/1900,1/1/1900,1/1/2003,ZISH TROCKI,316,COMMERCIAL PRD,Augusta-Aiken, GA-SC,0,0,4871,OPEN,5/15/2014 08:56:37,PNADIGE,9/18/2014 04:03:57,MOKSHA_PROD_BCH,,
1224,FLS,79231,78151,HARRISBURG,PA,17109,6214,70002,SEARS FORMAT,HARRISBURG - A,NORTHEAST /FLS - REG,NORTHEAST,1/1/1900,1/1/1900,3/3/1960,BUFFALO 151,1,FULL LINE STORES,Harrisburg et al, PA,40.3024,-76.8167,1224,OPEN,5/15/2014 08:56:37,PNADIGE,2/15/2015 09:33:44,MOKSHA_PROD_BCH,,
7752,KMB,40517,40531,YAUCO,PR,698,?,70001,KMART FORMAT,YAUCO PR,OFFSHORE  /J MESENBR,J MESENBRING/OFFSHOR,1/1/1900,1/1/1900,11/15/1999,San German PR,2,KMART BIG K STORES,NON-US,18.0272,-66.8515,?,OPEN,5/15/2014 08:56:37,PNADIGE,10/29/2016 11:38:47,MAPMPS_PROD_BCH,,,
3426,DLR,79603,78394,MARION,NC,28752,?,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,SOUTHEAST//HOMETOWN,R9040 EAST,1/1/1900,1/1/1900,6/1/1993,D394 CHARLOTTE NC,1,AUTH HOMETOWN STORES,Greenville et al, SC-NC,35.6826,-82.0086,3426,OPEN,5/15/2014 08:56:37,PNADIGE,10/5/2016 13:04:47,MAPMPS_PROD_BCH,,
34203,MSC,74403,73403,TULSA,OK,74105,6308,70002,SEARS FORMAT,003 SGP 03238 TULSA,OK,RSATO     /   SEGMEN,RSATO SEGMENTED A,3/24/2016,3/24/2016,5/26/2015,DSATO SEGMENTED A,999,MISCELLANOUS,Tulsa, OK,0,0,?,CLOSED,6/6/2015 07:34:53,MOKSHA_PROD_BCH,4/13/2016 10:38:45,MAPMPS_PROD_BCH,
5691,DLR,79029,78378,BLYTHEVILLE,AR,72315,2714,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,SOUTH REGI/HOMETOWN,R9029 SOUTH REGION,1/1/1900,1/1/1900,6/1/1993,D378 JACKSON,1,AUTH HOMETOWN STORES,Memphis, TN,35.9294,-89.9099,3197,OPEN,5/15/2014 08:56:37,PNADIGE,10/1/2016 08:39:31,MAPMPS_PROD_BCH,,
4303,KMB,40760,40748,BILLINGS,MT,59102,4640,70001,KMART FORMAT,BILLINGS MT,CLOSED STO/   -     ,2016 CLOSED RM,7/31/2016,7/31/2016,4/9/1970,2016 WAVE2 CLS DM,2,KMART BIG K STORES,Billings, MT,45.7682,-108.5787,?,CLOSED,5/15/2014 08:56:37,PNADIGE,8/28/2016 07:34:25,MAPMPS_PROD_BCH,,
7546,OUT,79034,78943,NORTH MIAMI BEACH,FL,33162,3716,70002,SEARS FORMAT,N MIAMI BEACH-OUTLET,RETAIL OUT/FIELD ROL,EAST REGION-OUTLET,1/1/1900,1/1/1900,11/26/2008,MIAMI-OUTLET,1,OUTLET STORES,Miami-Ft. Lauderdale, FL,25.9269,-80.1831,7546,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
5897,DLR,79029,78204,TEMPLE,TX,76502,?,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,SOUTH REGI/HOMETOWN,R9029 SOUTH REGION,1/1/1900,1/1/1900,12/22/1993,D204 TYLER,1,AUTH HOMETOWN STORES,Waco-Temple-Bryan, TX,31.0619,-97.357,3527,OPEN,5/15/2014 08:56:37,PNADIGE,2/13/2016 09:20:38,MAPMPS_PROD_BCH,,
2734,FLS,79231,78181,CRANBERRY,PA,16319,?,70002,SEARS FORMAT,CRANBERRY-B,NORTHEAST /FLS - REG,NORTHEAST,1/1/1900,1/1/1900,8/3/1981,PITTSBURGH 181,1,FULL LINE STORES,Pittsburgh, PA,41.3527,-79.7143,2734,OPEN,5/15/2014 08:56:37,PNADIGE,2/15/2015 09:33:44,MOKSHA_PROD_BCH,,
9096,KMB,40511,40555,FOSTORIA,OH,44830,1354,70001,KMART FORMAT,FOSTORIA OH,NORTH WEST/M MCNERNE,M MCNERNEY/NORT WEST,1/1/1900,1/1/1900,6/24/1976,R  KURTZ/W CEN OHIO,2,KMART BIG K STORES,Toledo, OH,41.1794,-83.4259,?,OPEN,5/15/2014 08:56:37,PNADIGE,2/27/2016 22:31:05,MAPMPS_PROD_BCH,,
1533,FLS,79055,78330,PINOLE,CA,94564,?,70002,SEARS FORMAT,PINOLE - D,KSR REGION/   KSR RE,R9055 KSR REGION,12/13/2013,12/13/2013,7/23/2006,KSR DISTRICT D330,1,FULL LINE STORES,San Francisco et al, CA,0,0,1533,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
4269,KMB,40704,40710,PHOENIX,AZ,85019,3318,70001,KMART FORMAT,PHOENIX AZ,CLOSED STO/   -     ,2011 CLOSED RM,12/18/2011,12/18/2011,3/6/1969,2011 CLOSED DM,2,KMART BIG K STORES,Phoenix et al, AZ,33.4937,-112.1503,?,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
7205,KMB,40760,40745,GRAND RAPIDS,MI,49525,1633,70001,KMART FORMAT,GRAND RAPIDS MI,CLOSED STO/   -     ,2016 CLOSED RM,1/1/1900,12/11/2016,2/23/1978,2016 WAVE3 CLS DM,2,KMART BIG K STORES,Grand Rapids et al, MI,43.0412,-85.6121,?,CLOSING,5/15/2014 08:56:37,PNADIGE,10/12/2016 09:25:57,MAPMPS_PROD_BCH,,
33469,APO,74407,73407,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,SHO RE TRANS WITH SEARS,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,12/11/2012,OVERHEAD DIST,450,ACCOUNTING UNITS,Chicago, IL,0,0,33469,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
5670,DLR,79288,78200,KOSCIUSKO,MS,39090,3849,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,CLOSED DEA/   DEALER,R9288 CLOSED REGION,3/19/2012,3/19/2012,10/3/2000,HOMETOWN STR ROLLUP,1,AUTH HOMETOWN STORES,Jackson, MS,33.0412,-89.5774,3194,CLOSED,5/15/2014 08:56:37,PNADIGE,3/5/2016 15:58:23,MAPMPS_PROD_BCH,,
3304,KMB,40690,40659,TEMPE,AZ,85283,1116,70001,KMART FORMAT,TEMPE AZ,CLOSED STO/   -     ,2004 CLOSED RM,10/10/2004,10/10/2004,10/16/1975,2004 CLOSED DM,2,KMART BIG K STORES,Phoenix et al, AZ,0,0,?,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
6261,SAC,79074,78577,OVERLAND PARK,KS,66212,?,70002,SEARS FORMAT,OVERLAND PARK-SAC,SOUTH CENT/SAC - REG,CENTRAL REG 9074,1/1/1900,1/1/1900,10/5/1967,DALLAS/COMBO 577,1,SEARS AUTO CENTERS,Kansas City, MO-KS,38.9531,-94.6652,6261,OPEN,5/15/2014 08:56:37,PNADIGE,2/13/2016 09:20:38,MAPMPS_PROD_BCH,,
1369,FLS,79055,78330,MESA,AZ,85208,?,70002,SEARS FORMAT,MESA - D,KSR REGION/   KSR RE,R9055 KSR REGION,12/13/2013,12/13/2013,11/7/2005,KSR DISTRICT D330,1,FULL LINE STORES,Phoenix et al, AZ,0,0,1369,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
8791,SVC,4590,4590,HOFFMAN EST,IL,60179,?,70002,SEARS FORMAT,PROTECTION PLUS PLANS,D/702PSF-M/   SCANLA,SCANLAN SHARON,1/1/1900,1/1/1900,3/3/1991,SCANLAN SHARON,660,SERVICE CENTRALS,Chicago, IL,0,0,8791,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
7893,DLR,79594,78362,GENESEO,NY,14454,9429,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,NORTHEAST /HOMETOWN,R9042 NORTH REG,1/1/1900,1/1/1900,10/31/2007,D362 ROCHESTER,1,AUTH HOMETOWN STORES,Rochester, NY,42.8011,-77.7985,7893,OPEN,5/15/2014 08:56:37,PNADIGE,10/5/2016 13:04:47,MAPMPS_PROD_BCH,,
6751,SAC,79110,78597,MUSKOGEE,OK,74401,?,70002,SEARS FORMAT,MUSKOGEE-SAC,CLOSED SAC/SAC - REG,CLOSED UNITS-SAC,10/26/2014,10/26/2014,9/10/1987,D597 CLOSED UNITS,1,SEARS AUTO CENTERS,Tulsa, OK,35.7528,-95.3684,6751,CLOSED,5/15/2014 08:56:37,PNADIGE,12/20/2014 13:13:43,MOKSHA_PROD_BCH,,
2454,FLS,79297,78297,CHESAPEAKE,VA,23321,2100,70002,SEARS FORMAT,CHESAPEAKE - B,CLOSED REG/   CLOSED,R9025 CLOSED REGI,1/18/2015,1/18/2015,10/4/1989,D297 CLOSED FLS D,1,FULL LINE STORES,Norfolk et al, VA,36.8253,-76.4168,2454,CLOSED,5/15/2014 08:56:37,PNADIGE,2/1/2015 20:45:33,MOKSHA_PROD_BCH,,
2328,GRD,40698,40707,CRYSTAL LAKE,IL,60014,7911,70001,KMART FORMAT,CRYSTAL LAKE IL,CLOSED STO/   -     ,2008 CLOSED RM,10/31/2008,10/31/2008,9/2/2008,2013 - Closed Stores,1,SEARS GRANDS,Chicago, IL,0,0,2328,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
5571,DLR,79594,78382,NORTH KINGSTOWN,RI,2852,1832,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,NORTHEAST /HOMETOWN,R9042 NORTH REG,1/1/1900,1/1/1900,1/22/2014,D382 CONCORD, NH,1,AUTH HOMETOWN STORES,Providence et al, RI-MA,41.6172,-71.458,5571,OPEN,5/15/2014 08:56:37,PNADIGE,10/5/2016 13:04:47,MAPMPS_PROD_BCH,
7962,SVC,79890,73232,WINTER PARK,FL,32792,6810,70002,SEARS FORMAT,ANCHORAGE ASA SVC BRANCH,WEST DIVIS/PR REPAIR,R890 WEST REGION,1/1/1900,1/1/1900,1/1/2004,D890 WEST ASA,660,SERVICE CENTRALS,Orlando et al, FL,0,0,7962,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
1531,FLS,79055,78330,PARADISE,CA,95969,3554,70002,SEARS FORMAT,PARADISE - D,KSR REGION/   KSR RE,R9055 KSR REGION,12/13/2013,12/13/2013,8/31/2007,KSR DISTRICT D330,1,FULL LINE STORES,Chico-Redding, CA,0,0,1531,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
9159,APO,74407,73407,HOFFMAN ESTATES,IL,60192,3401,70002,SEARS FORMAT,SHOS CSI,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,2/16/2015,OVERHEAD DIST,450,ACCOUNTING UNITS,Chicago, IL,0,0,9159,OPEN,2/14/2015 06:58:15,MOKSHA_PROD_BCH,?,?,,
35341,MSC,74500,73301,HOFFMAN EST,IL,60179,?,70002,SEARS FORMAT,OYSTEIN-NORWAY,BRANDS-SEA/SBMC(SIMI,SBMC(SIMI),1/1/1900,1/1/1900,12/20/2000,SBMC-EUROPE(SIMI),999,MISCELLANOUS,Chicago, IL,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
4406,KMB,40729,40721,MILWAUKIE,OR,97222,1240,70001,KMART FORMAT,MILWAUKIE OR,CLOSED STO/   -     ,2013 CLOSED RM,3/3/2013,3/3/2013,3/25/1971,2013 - Closed Stores,2,KMART BIG K STORES,Portland, OR,45.4238,-122.5795,?,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
54633,APO,74169,73174,HOFFMAN EST,IL,60179,?,70002,SEARS FORMAT,HOME SERVICES  A/O,CARRY-IN R/PR REPAIR,RCARR CARRY-IN RE,1/1/1900,1/1/1900,1/20/1997,DORHL REPAIR OTHA,450,ACCOUNTING UNITS,Chicago, IL,0,0,901700,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
7323,KMB,40704,40710,CARY,NC,27511,3923,70001,KMART FORMAT,CARY NC,CLOSED STO/   -     ,2011 CLOSED RM,11/13/2011,11/13/2011,11/19/1981,2011 CLOSED DM,2,KMART BIG K STORES,Raleigh et al, NC,35.7736,-78.7835,?,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
7222,DLR,79029,78388,SEGUIN,TX,78155,1417,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,SOUTH REGI/HOMETOWN,R9029 SOUTH REGION,1/1/1900,1/1/1900,1/20/2000,D388 HOUSTON,1,AUTH HOMETOWN STORES,San Antonio, TX,29.569,-97.9393,3744,OPEN,5/15/2014 08:56:37,PNADIGE,2/15/2015 09:33:44,MOKSHA_PROD_BCH,,
5813,DLR,79029,78216,FESTUS,MO,63028,2633,70002,SEARS FORMAT,FESTUS - AUTH DEALER,SOUTH REGI/HOMETOWN,R9029 SOUTH REGION,1/27/2006,1/27/2006,6/1/1993,D216 ST. LOUIS,1,AUTH HOMETOWN STORES,St. Louis, MO,0,0,3352,CLOSED,5/15/2014 08:56:37,PNADIGE,10/1/2016 08:39:31,MAPMPS_PROD_BCH,,
38807,HDQ,74407,73407,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,IRL COPYWRITING,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,7/14/2014,OVERHEAD DIST,700,HDQTRS DEPTS,Chicago, IL,0,0,38807,OPEN,7/20/2014 05:13:39,MOKSHA_PROD_BCH,?,?,,
24411,SVC,79406,73199,BRIDGEVILLE,PA,15017,1448,70002,SEARS FORMAT,BRIDGEVILLE TECH MGR OFFC,NORTH DIVI/PR REPAIR,T79406 NORTHEAST TER,1/1/1900,1/1/1900,3/1/2012,D6141 MIDDLEBURG HTS,660,SERVICE CENTRALS,Pittsburgh, PA,0,0,24411,OPEN,5/15/2014 08:56:37,PNADIGE,3/12/2016 08:21:15,MAPMPS_PROD_BCH,,
3960,KMB,40699,40708,BRYAN,OH,43506,2439,70001,KMART FORMAT,BRYAN OH,CLOSED STO/   -     ,2009 CLOSED RM,5/24/2009,5/24/2009,11/18/1991,2009 CLOSED DM,2,KMART BIG K STORES,Toledo, OH,41.4621,-84.5509,?,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
2835,FLS,79297,78297,LYNCHBURG,VA,24502,2241,70002,SEARS FORMAT,LYNCHBURG-RIVER RDG MALL-,CLOSED REG/   CLOSED,R9025 CLOSED REGI,1/27/2013,1/27/2013,2/25/1981,D297 CLOSED FLS D,1,FULL LINE STORES,Roanoke-Lynchburg, VA,37.366,-79.1771,2835,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
