SHC_LOCN_NBR,NATL_NBR,SLL_FMT,VP_OVRHD_NBR,RGN_OVRHD_NBR,DM_OVRHD_NBR,LOCN_NBR,LOCN_LVL,FORMAT_TYPE,FORMAT_SUB_TYPE,STR_FMT,ORIG_FACILITY_NBR,ORIG_FACILITY_NBR_INT,AMMC_OVRHD_NBR,AMMC_MGR_NM,RPT_STR_NBR,LOCN_CTY,LOCN_ST_CD,ZIP_CD,ZIP_PLS_4,LOCN_OPN_DT,LOCN_CLS_DT,SHC_LOCN_DESC,NATL_DESC,SLL_FMT_DESC,VP_RGN_NM,RGN_MGR_NM,DM_MGR_NM,LOCN_NM,FMT_TYPE_MOD_CD,STR_TYPE_IND,CRM_FMT_SUB_TYPE,CLIM_ZN_NBR,MERCH_AREA_NBR,MERCH_AREA_NM,SRS_UNIT_LOCN_NBR,STR_OPER_CD,STR_OPER_DESC,LFSTY_CLS_CD,LOCN_CLS_CD
100000,70002,260,75407,74407,73407,33070,50,450,J ,APO,       ,?,0,,33070,HOFFMAN ESTATES,IL,60192,3333,1/29/2006,?,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,Overhead  /OHD 6,OVERHEAD RGN,OVERHEAD DIST,ORCHARD AUDIT - HO & BUYING,  ,?,J ,?,0,,0,4,UNDEFINED,0,0
100000,70002,260,75412,74412,73412,35216,50,450,J ,APO,D201217,?,0,,35216,CORPUS CHRISTI,TX,78412,3909,12/1/2003,?,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,RSTTO     /   SEARS,RSTTO SEARS SECUR,DSTUN SST UNC,CORPUS CHRISTI - A,  ,?,J ,?,7,NORTH CENTRAL,0,4,UNDEFINED,0,0
100000,70002,210,80846,79846,78046,8171,50,660,B ,SVC,0008171,8171,0,,8171,OVERLAND PARK,KS,66214,?,11/10/1980,?,SHC NATIONAL LOCATION,SEARS FORMAT,TELESERVICE CENTERS,OTC DIVISI/OTC DIVIS,OTC REGION,WEST PRC DIST,OVERLAND PARK-BRANCH,  ,?,B ,?,11,MIDWEST,0,1,OPEN FOR PROFIT,0,0
100000,70002,150,80528,79528,78101,3429,50,001,O ,DLR,0003429,3429,0,,3429,NEWPORT,OR,97365,?,6/1/1993,?,SHC NATIONAL LOCATION,SEARS FORMAT,AUTH HOMETOWN STORES,R9037 WEST/HOMETOWN,R9037 WEST REG,D101 PORTLAND, OR,AUTHORIZED HOMETOWN STORE,  ,?,O ,?,16,PACIFIC NORTHWEST,0,1,OPEN FOR PROFIT,0,0
100000,70001,230,38383,40512,40925,9153,50,002,2B,KMB,       ,?,40702,B  MORALES/SOUTH WES,9153,SOUTH LAKE TAHOE,CA,96150,6200,8/12/1976,?,SHC NATIONAL LOCATION,KMART FORMAT,KMART STORES,SOUTH WEST/D MARSELL,D MARSELLA/SO WEST,J  BICK/NORTH CA,SOUTH LAKE TAHOE CA,  ,B,2B,2,17,MOUNTAIN STATES,1573,1,OPEN FOR PROFIT,2,2
100000,70002,150,80288,79288,78200,3118,50,001,O ,DLR,0003118,3118,0,,3118,PASO ROBLES,CA,93446,2235,11/24/1995,12/21/2011,SHC NATIONAL LOCATION,SEARS FORMAT,AUTH HOMETOWN STORES,CLOSED DEA/   DEALER,R9288 CLOSED REGION,HOMETOWN STR ROLLUP,AUTHORIZED HOMETOWN STORE,  ,?,O ,?,19,COASTAL DESERT,0,6,CLOSED FOR PROFIT,0,0
100000,70002,260,75403,74403,73403,34258,50,999,  ,MSC,       ,?,0,,34258,HONOLULU,HI,96817,5030,5/26/2015,3/24/2016,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,RSATO     /   SEGMEN,RSATO SEGMENTED A,DSATO SEGMENTED A,058 SGP 07480 HONOLULU,HI,  ,?,  ,?,0,,0,4,UNDEFINED,0,0
100000,70002,260,75407,74407,73407,39289,50,450,J ,APO,0039289,39289,0,,39289,HOFFMAN ESTATES,IL,60179,3333,9/11/2012,4/26/2013,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,Overhead  /OHD 6,OVERHEAD RGN,OVERHEAD DIST,SHO ENTITY BAL(40SHM),  ,?,J ,?,0,,0,4,UNDEFINED,0,0
100000,70002,260,75402,74419,73419,8257,50,001,P ,DIO,0004084,4084,0,,8257,HOUSTON,TX,77023,6523,12/29/1996,?,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,RHDPR     /   HOME D,SOUTHERN TERRITORY,SOUTHERN DISTRICT,HOUSTON,TX,  ,?,P ,?,12,SOUTHWEST,0,1,OPEN FOR PROFIT,0,0
100000,70002,150,80029,79029,78383,6400,50,001,O ,DLR,0003747,3747,0,,6400,WEATHERFORD,TX,76086,6281,7/15/1998,?,SHC NATIONAL LOCATION,SEARS FORMAT,AUTH HOMETOWN STORES,SOUTH REGI/HOMETOWN,R9029 SOUTH REGION,D383 FT WORTH,AUTHORIZED HOMETOWN STORE,  ,?,O ,?,12,SOUTHWEST,0,1,OPEN FOR PROFIT,0,0
100000,70002,260,75407,74407,73407,37108,50,700,  ,HDQ,0037108,37108,0,,37108,HOFFMAN ESTATES,IL,60179,3333,12/4/2014,?,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,Overhead  /OHD 6,OVERHEAD RGN,OVERHEAD DIST,LEADERSHIP AND DEVELOPEMENT,  ,?,  ,?,0,,0,4,UNDEFINED,0,0
100000,70002,260,75500,74500,73305,35173,50,999,  ,MSC,D102SIM,?,0,,35173,HOFFMAN EST,IL,60179,?,12/20/2000,?,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,BRANDS-SEA/SBMC(SIMI,SBMC(SIMI),SBMC-RETAIL EXPORT,SIMI AVAILABLE,  ,?,  ,?,7,NORTH CENTRAL,0,4,UNDEFINED,0,0
100000,70001,230,38352,40550,40676,9404,50,002,2A,KMA,       ,?,0,,9404,ALBANY,NY,12205,?,12/31/2049,?,SHC NATIONAL LOCATION,KMART FORMAT,KMART STORES,CORP_STORE/   -     ,RM TEMP CORP,DM TEMP CORP,ALBANY NY,  ,?,2A,?,0,,0,5,NEW STORE,0,0
100000,70002,110,80297,79297,78297,2017,50,001,B ,FLS,0002017,2017,0,,2017,GASTONIA,NC,28054,4714,7/21/1999,12/7/2014,SHC NATIONAL LOCATION,SEARS FORMAT,HARDWARE STORES,CLOSED REG/   CLOSED,R9025 CLOSED REGI,D297 CLOSED FLS D,GASTONIA - B,  ,E,B ,3,4,SOUTH,0,6,CLOSED FOR PROFIT,0,0
100000,70001,230,38361,40523,40629,7294,50,002,2B,KMB,       ,?,40705,J  SMITH/SOUTH EAST,7294,VERO BEACH,FL,32960,5735,8/9/1979,?,SHC NATIONAL LOCATION,KMART FORMAT,KMART STORES,SOUTH EAST/D GEORGE ,D GEORGE/SOUTH EAST,J  SMITH/JACKS FL,VERO BEACH FL,  ,B,2B,5,6,FLORIDA,1889,1,OPEN FOR PROFIT,2,2
100000,70002,260,75407,74407,73407,32748,50,701,  ,LES,0090230,90230,0,,32748,HOFFMAN EST,IL,60179,?,5/1/2003,6/16/2014,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,Overhead  /OHD 6,OVERHEAD RGN,OVERHEAD DIST,LE PRINT SHOP,  ,?,  ,?,7,NORTH CENTRAL,0,4,UNDEFINED,0,0
100000,70002,150,80594,79594,78362,3603,50,001,O ,DLR,0003603,3603,0,,3603,FREDONIA,NY,14063,?,1/5/1998,?,SHC NATIONAL LOCATION,SEARS FORMAT,AUTH HOMETOWN STORES,NORTHEAST /HOMETOWN,R9042 NORTH REG,D362 ROCHESTER,AUTHORIZED HOMETOWN STORE,  ,?,O ,?,1,ARCTIC EAST,0,1,OPEN FOR PROFIT,0,0
100000,70002,210,75246,74246,73246,54853,50,999,  ,MSC,0900750,900750,0,,54853,HOFFMAN EST,IL,60179,?,3/24/2006,?,SHC NATIONAL LOCATION,SEARS FORMAT,TELESERVICE CENTERS,SERVICE CO/   SERVIC,RCONT SERVICE CON,DAFT AFTERMARKET,SPC FLORIDA SERVICE SMART,  ,?,  ,?,7,NORTH CENTRAL,0,4,UNDEFINED,0,0
100000,70002,150,80603,79603,78395,6665,50,001,O ,DLR,0003845,3845,0,,6665,MONROE,GA,30655,8228,11/3/1997,?,SHC NATIONAL LOCATION,SEARS FORMAT,AUTH HOMETOWN STORES,SOUTHEAST//HOMETOWN,R9040 EAST,D395 S. ATLANTA, GA,AUTHORIZED HOMETOWN STORE,  ,?,O ,?,4,SOUTH,0,1,OPEN FOR PROFIT,0,0
100000,70002,210,80836,79836,73153,8037,50,660,S ,SVC,0008037,8037,0,,8037,CHATTANOOGA,TN,37416,3742,2/2/1998,?,SHC NATIONAL LOCATION,SEARS FORMAT,TELESERVICE CENTERS,CARRY IN D/CARRY IN,CARRY IN REGION,CARRY IN DIST,CHATTANOOGA LVL 1 RPR CTR,  ,?,S ,?,4,SOUTH,0,1,OPEN FOR PROFIT,0,0
100000,70002,200,74262,73262,8551,59767,50,316,  ,CPD,0059767,59767,0,,59767,SPRINGDALE,AR,72764,?,6/10/1994,?,SHC NATIONAL LOCATION,SEARS FORMAT,INSTALLATION OFFICES,COMM SALES/CS NATL A,CS NATL ACCTS DIST,ZISH TROCKI,SPRINGDALE - CPDC,  ,?,  ,?,7,NORTH CENTRAL,0,4,UNDEFINED,0,0
100000,70002,160,8501,8501,8501,59599,50,316,  ,CPD,0059599,59599,0,,59599,SPARKS,NV,89432,?,1/7/1992,10/16/2006,SHC NATIONAL LOCATION,SEARS FORMAT,CONTRACT SALES,INDUSTRIAL/   SPRY E,SPRY E.A.,SPRY E.A.,SPARKS - IPDC,  ,?,  ,?,7,NORTH CENTRAL,0,4,UNDEFINED,0,0
100000,70002,100,80055,79055,78330,15008,50,999,  ,MSC,0015008,15008,0,,15008,WEBSTER CITY,IA,50595,?,8/31/2006,?,SHC NATIONAL LOCATION,SEARS FORMAT,FULL LINE STORES,KSR REGION/   KSR RE,R9055 KSR REGION,KSR DISTRICT D330,KMART 9309 - WEBSTER CITY,  ,?,  ,?,7,NORTH CENTRAL,0,4,UNDEFINED,0,0
100000,70002,150,80029,79029,78377,7807,50,001,O ,DLR,0007807,7807,0,,7807,EDMOND,OK,73013,?,5/27/2010,?,SHC NATIONAL LOCATION,SEARS FORMAT,AUTH HOMETOWN STORES,SOUTH REGI/HOMETOWN,R9029 SOUTH REGION,D377 OKLAHOMA CTY,AUTHORIZED HOMETOWN STORE,  ,?,O ,?,13,GREAT PLAINS,0,1,OPEN FOR PROFIT,0,0
100000,70002,120,80110,79110,78597,2648,50,001,N1,SAC,0002648,2648,0,,1188,PHOENIX,AZ,85018,7612,11/17/2001,4/27/2014,SHC NATIONAL LOCATION,SEARS FORMAT,SEARS AUTO CENTERS,CLOSED SAC/SAC - REG,CLOSED UNITS-SAC,D597 CLOSED UNITS,PHOENIX-SAC,  ,?,N1,?,20,DESERT/SOUTHWEST,0,6,CLOSED FOR PROFIT,0,0
100000,70002,210,80820,79405,73187,28262,50,450,J ,APO,0028262,28262,0,,28262,S BURLINGTON,VT,05403,6203,2/12/2013,?,SHC NATIONAL LOCATION,SEARS FORMAT,TELESERVICE CENTERS,NORTH DIVI/PR REPAIR,T79405 METROPOLIS TE,D7744 MELVILLE,HS-ROCHESTER-VT REMOTE,  ,?,J ,?,0,,0,4,UNDEFINED,0,0
100000,70002,120,80110,79110,78597,6003,50,001,N1,SAC,0006003,6003,0,,1515,CHARLOTTE,NC,28212,3707,4/4/1979,6/14/2009,SHC NATIONAL LOCATION,SEARS FORMAT,SEARS AUTO CENTERS,CLOSED SAC/SAC - REG,CLOSED UNITS-SAC,D597 CLOSED UNITS,CHARLOTTE-SAC,  ,?,N1,?,4,SOUTH,0,6,CLOSED FOR PROFIT,0,0
100000,70002,260,75407,74407,73407,39253,50,450,J ,APO,0039253,39253,0,,39253,HOFFMAN ESTATES,IL,60179,3333,7/30/2012,5/4/2013,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,Overhead  /OHD 6,OVERHEAD RGN,OVERHEAD DIST,HISTORY OUTLET RETAIL,  ,?,J ,?,0,,0,4,UNDEFINED,0,0
100000,70002,260,75403,74403,73403,34313,50,999,  ,MSC,       ,?,0,,34313,FAIRFIELD,CA,94533,3425,5/26/2015,3/24/2016,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,RSATO     /   SEGMEN,RSATO SEGMENTED A,DSATO SEGMENTED A,113 SGP 01159 06778 FAIRFIELD,CA,  ,?,  ,?,0,,0,4,UNDEFINED,0,0
100000,70002,100,80055,79055,78330,5138,50,001,D ,FLS,0005138,5138,0,,4400,ALBUQUERQUE,NM,87105,?,11/7/2005,12/13/2013,SHC NATIONAL LOCATION,SEARS FORMAT,FULL LINE STORES,KSR REGION/   KSR RE,R9055 KSR REGION,KSR DISTRICT D330,ALBUQUERQUE - D,  ,E,DK,?,17,MOUNTAIN STATES,0,6,CLOSED FOR PROFIT,0,0
100000,70001,230,38361,40523,40728,7090,50,002,2B,KMB,       ,?,40705,J  SMITH/SOUTH EAST,7090,JACKSONVILLE,NC,28540,5203,7/29/1976,?,SHC NATIONAL LOCATION,KMART FORMAT,KMART STORES,SOUTH EAST/D GEORGE ,D GEORGE/SOUTH EAST,R  CHAPMAN/COLUMB SC,JACKSONVILLE NC,  ,B,2B,3,4,SOUTH,4518,1,OPEN FOR PROFIT,2,2
100000,70002,120,80073,79073,78584,6205,50,001,N1,SAC,0006205,6205,0,,1035,AUGUSTA,GA,30909,2511,3/7/1990,?,SHC NATIONAL LOCATION,SEARS FORMAT,SEARS AUTO CENTERS,SOUTHEAST /SAC - REG,SOUTHEAST 9073,ATLANTA 584,AUGUSTA-SAC,  ,?,N1,?,4,SOUTH,0,1,OPEN FOR PROFIT,0,0
100000,70002,210,80830,79830,73605,28035,50,450,J ,APO,0028035,28035,0,,28035,ELK GROVE,IL,60007,1633,10/28/2005,?,SHC NATIONAL LOCATION,SEARS FORMAT,TELESERVICE CENTERS,SOUTH DIVI/PR REPAIR,R830 SOUTH REGION,,CHICAGO N CAP AREA 105%,  ,?,J ,?,7,NORTH CENTRAL,0,4,UNDEFINED,0,0
100000,70002,210,80820,79407,73221,6878,50,660,E ,SVC,0008270,8270,0,,6878,STERLING HTS,MI,48310,?,6/15/1971,10/23/2006,SHC NATIONAL LOCATION,SEARS FORMAT,TELESERVICE CENTERS,NORTH DIVI/PR REPAIR,T79407 MIDWEST TERR,D6877 STERLING HGHTS,STERLING HTS-SVC SUPPORT,  ,?,E ,?,7,NORTH CENTRAL,0,6,CLOSED FOR PROFIT,0,0
100000,70002,100,80232,79232,78182,1161,50,001,A ,FLS,0001161,1161,0,,1161,WICHITA,KS,67207,1772,8/5/1977,?,SHC NATIONAL LOCATION,SEARS FORMAT,FULL LINE STORES,NORTHWEST /FLS - REG,NORTHWEST,ST LOUIS 182,WICHITA-TOWN EAST SQ-A,  ,E,A ,2,11,MIDWEST,0,1,OPEN FOR PROFIT,0,0
100000,70002,120,80073,79073,78578,2787,50,001,N1,SAC,0002787,2787,0,,1935,MAYAGUEZ,PR,00680,1259,5/10/2004,?,SHC NATIONAL LOCATION,SEARS FORMAT,SEARS AUTO CENTERS,SOUTHEAST /SAC - REG,SOUTHEAST 9073,SOUTH FLORIDA/PR 578,MAYAGUEZ-SAC,  ,?,N1,?,21,PUERTO RICO,0,1,OPEN FOR PROFIT,0,0
100000,70002,100,80055,79055,78330,9236,50,001,D ,FLS,       ,?,0,,9236,LEXINGTON,SC,29072,2545,12/31/2049,?,SHC NATIONAL LOCATION,SEARS FORMAT,FULL LINE STORES,KSR REGION/   KSR RE,R9055 KSR REGION,KSR DISTRICT D330,PROJECT CANCELLED,  ,?,DK,?,4,SOUTH,0,5,NEW STORE,0,0
100000,70001,230,38407,40525,40645,3201,50,002,2B,KMB,       ,?,40715,P  BOWMAN/NORTH EAST,3201,STATEN ISLAND,NY,10306,4336,10/28/1976,?,SHC NATIONAL LOCATION,KMART FORMAT,KMART STORES,NORTH EAST/R ANDRESE,R ANDRESEN/NO EAST,R  FOERSTER/N JERSEY,STATEN ISLAND NY,  ,B,2B,1,2,NORTH EAST,5393,1,OPEN FOR PROFIT,2,1
100000,70002,120,80074,79074,78567,6796,50,001,N1,SAC,0006796,6796,0,,1130,JANESVILLE,WI,53545,?,10/22/1997,?,SHC NATIONAL LOCATION,SEARS FORMAT,SEARS AUTO CENTERS,SOUTH CENT/SAC - REG,CENTRAL REG 9074,MINNEAPOLIS 567,JANESVILLE-SAC,  ,?,N1,?,10,NORTH MIDWEST,0,1,OPEN FOR PROFIT,0,0
100000,70002,260,75410,74410,73410,5689,50,001,Z ,ONS,0005689,5689,0,,5689,HAYWARD,CA,94544,7030,12/1/2013,?,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,Builder   /   Distri,BUILDER DSTRIB RM,BUILDER DSTRIB DM,HAYWARD WHSE/SHOWROOM,  ,?,Z ,?,18,CENTRAL WEST COAST,0,1,OPEN FOR PROFIT,0,0
100000,70002,150,80603,79603,78380,5214,50,001,O ,DLR,0005214,5214,0,,5214,GREENVILLE,MS,38701,7832,11/18/2011,?,SHC NATIONAL LOCATION,SEARS FORMAT,AUTH HOMETOWN STORES,SOUTHEAST//HOMETOWN,R9040 EAST,D380 JACKSON,MS,AUTHORIZED HOMETOWN STORE,  ,?,O ,?,13,GREAT PLAINS,0,1,OPEN FOR PROFIT,0,0
100000,70002,150,80528,79528,78110,8034,50,001,O ,DLR,0003919,3919,0,,8034,SEQUIM,WA,98382,?,11/18/1997,?,SHC NATIONAL LOCATION,SEARS FORMAT,AUTH HOMETOWN STORES,R9037 WEST/HOMETOWN,R9037 WEST REG,D110 SEATTLE, WA,AUTHORIZED HOMETOWN STORE,  ,?,O ,?,16,PACIFIC NORTHWEST,0,1,OPEN FOR PROFIT,0,0
100000,70002,260,75402,74402,73402,32439,50,450,J ,APO,0082000,82000,0,,32439,KINGSTON,NH,03848,?,7/26/2002,8/11/2010,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,RHDPR     /   HOME D,RHDPR HOME DEL PR,HOME DELIVERY,CCN HOME DELIVERY,  ,?,J ,?,7,NORTH CENTRAL,0,4,UNDEFINED,0,0
100000,70002,120,80073,79073,78583,2632,50,001,N1,SAC,0002632,2632,0,,1640,FAIRVIEW HTS,IL,62208,2107,1/21/1999,?,SHC NATIONAL LOCATION,SEARS FORMAT,SEARS AUTO CENTERS,SOUTHEAST /SAC - REG,SOUTHEAST 9073,MEMPHIS 583,FAIRVIEW HTS-SAC,  ,?,N1,?,11,MIDWEST,0,1,OPEN FOR PROFIT,0,0
100000,70003,250,38830,9033,8560,734,50,304,  ,DST,0008034,8034,0,,?,ST LOUIS,MO,63132,?,3/15/2009,2/7/2012,SHC NATIONAL LOCATION,DISTR FORMAT,DISTRIBUTION CENTERS,DC STORE ROLLUP-TOP LEVEL,,,OVERLAND - TRIO PLUMBING,  ,?,  ,?,0,,0,3,UNDEFINED,0,0
100000,70001,230,38361,40523,40740,3256,50,002,2B,KMB,       ,?,40705,J  SMITH/SOUTH EAST,3256,BALTIMORE,MD,21234,2404,11/4/1976,?,SHC NATIONAL LOCATION,KMART FORMAT,KMART STORES,SOUTH EAST/D GEORGE ,D GEORGE/SOUTH EAST,J  MERCED/DC,BALTIMORE MD,  ,B,2B,2,3,CENTRAL EAST,2813,1,OPEN FOR PROFIT,2,1
100000,70002,210,80830,79830,73616,28018,50,450,J ,APO,0028018,28018,0,,28018,OLATHE,KS,66062,9304,10/28/2005,?,SHC NATIONAL LOCATION,SEARS FORMAT,TELESERVICE CENTERS,SOUTH DIVI/PR REPAIR,R830 SOUTH REGION,,KANSAS CTY CAP AREA 90%,  ,?,J ,?,7,NORTH CENTRAL,0,4,UNDEFINED,0,0
100000,70002,260,75407,74407,73407,36463,50,700,  ,HDQ,036463 ,36463,0,,36463,NEW YORK,NY,10013,1917,9/29/2015,?,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,Overhead  /OHD 6,OVERHEAD RGN,OVERHEAD DIST,SEARS ACCESSORIES DESIGN,  ,?,  ,?,0,,0,4,UNDEFINED,0,0
100000,70002,260,75407,74407,73407,36134,50,700,  ,HDQ,0036134,36134,0,,36134,HOFFMAN ESTATES,IL,60179,3333,11/20/2013,?,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,Overhead  /OHD 6,OVERHEAD RGN,OVERHEAD DIST,PROPERTY TAX,  ,?,  ,?,0,,0,4,UNDEFINED,0,0
100000,70002,260,75414,74414,73414,35047,50,450,J ,APO,D101011,?,0,,35047,GRANDVILLE,MI,49418,3007,11/15/2003,?,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,RSTTO     /   SEARS,RSTTO SEARS SECUR,DSTNY SST NEW YOR,GRANDVILLE - A,  ,?,J ,?,7,NORTH CENTRAL,0,4,UNDEFINED,0,0
100000,70001,230,38353,40731,40735,9563,50,002,2B,KMB,       ,?,40713,   UNASSIGNED,9563,REIDSVILLE,NC,27320,5748,7/12/1979,12/7/2014,SHC NATIONAL LOCATION,KMART FORMAT,KMART STORES,CLOSED STO/   -     ,2014 CLOSED RM,2014 WAVE5 CLS DM,REIDSVILLE NC,  ,2,2B,3,4,SOUTH,4803,6,CLOSED FOR PROFIT,2,3
100000,70003,250,38830,9033,8560,425,50,142,  ,DST,0000425,425,0,,?,JACKSONVILLE,FL,32218,5695,11/1/1988,?,SHC NATIONAL LOCATION,DISTR FORMAT,DISTRIBUTION CENTERS,DC STORE ROLLUP-TOP LEVEL,,,JACKSONVILLE RRC,  ,?,  ,?,7,NORTH CENTRAL,0,3,UNDEFINED,0,0
100000,70002,100,80233,79233,78183,2815,50,001,B ,FLS,0002815,2815,0,,2815,ALBANY,GA,31707,1674,1/1/1951,?,SHC NATIONAL LOCATION,SEARS FORMAT,FULL LINE STORES,SOUTHEAST /FLS - REG,SOUTHEAST,ORLANDO 183,ALBANY - B,  ,E,B ,4,5,DEEP SOUTH,0,1,OPEN FOR PROFIT,0,0
100000,70002,150,80594,79594,78362,6463,50,001,O ,DLR,0006463,6463,0,,6463,EAST AURORA,NY,14052,1818,7/31/2012,?,SHC NATIONAL LOCATION,SEARS FORMAT,AUTH HOMETOWN STORES,NORTHEAST /HOMETOWN,R9042 NORTH REG,D362 ROCHESTER,AUTHORIZED HOMETOWN STORE,  ,?,O ,?,2,NORTH EAST,0,1,OPEN FOR PROFIT,0,0
100000,70002,260,75407,74407,73407,33436,50,450,J ,APO,0033436,33436,0,,33436,HOFFMAN ESTATES,IL,60179,3333,12/11/2012,9/26/2013,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,Overhead  /OHD 6,OVERHEAD RGN,OVERHEAD DIST,SHO RE TRANS WITH SEARS,  ,?,J ,?,0,,0,4,UNDEFINED,0,0
100000,70002,260,75500,74500,73302,9298,50,450,U ,SIM,0009298,9298,0,,9298,HOFFMAN ESTATES,IL,60179,3333,7/26/2010,?,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,BRANDS-SEA/SBMC(SIMI,SBMC(SIMI),SBMC-LATIN AMERICA,LA-SIMI-EL SALVADOR,  ,?,U ,?,0,,0,4,UNDEFINED,0,0
100000,70002,210,80831,79831,74131,7641,50,660,B ,SVC,0007643,7643,0,,7641,WILKES BARRE,PA,18711,?,1/1/1987,8/13/2005,SHC NATIONAL LOCATION,SEARS FORMAT,TELESERVICE CENTERS,CLOSED PRO/CLOSED PR,CLOSED PROD REPAIR,CLOSED PROD REPAIR,WILKES BARRE - BRANCH,  ,?,B ,?,7,NORTH CENTRAL,0,6,CLOSED FOR PROFIT,0,0
100000,70002,210,80846,79846,78046,8258,50,660,B ,SVC,0008258,8258,0,,8258,LAKEWOOD,CA,90713,?,4/1/1975,?,SHC NATIONAL LOCATION,SEARS FORMAT,TELESERVICE CENTERS,OTC DIVISI/OTC DIVIS,OTC REGION,WEST PRC DIST,LAKEWOOD-SVC BRANCH,  ,?,B ,?,19,COASTAL DESERT,0,1,OPEN FOR PROFIT,0,0
100000,70002,150,80603,79603,78365,5872,50,001,O ,DLR,0003444,3444,0,,5872,STAUNTON,VA,24401,5021,6/1/1993,?,SHC NATIONAL LOCATION,SEARS FORMAT,AUTH HOMETOWN STORES,SOUTHEAST//HOMETOWN,R9040 EAST,D365 RICHMOND, VA,AUTHORIZED HOMETOWN STORE,  ,?,O ,?,3,CENTRAL EAST,0,1,OPEN FOR PROFIT,0,0
100000,70002,100,80055,79055,78330,1637,50,001,D ,FLS,0001637,1637,0,,4917,THORNTON,CO,80229,?,10/10/2005,12/13/2013,SHC NATIONAL LOCATION,SEARS FORMAT,FULL LINE STORES,KSR REGION/   KSR RE,R9055 KSR REGION,KSR DISTRICT D330,THORNTON -D,  ,E,DK,?,17,MOUNTAIN STATES,0,6,CLOSED FOR PROFIT,0,0
100000,70002,150,80603,79603,78391,3752,50,001,O ,DLR,0003752,3752,0,,3752,MONROEVILLE,AL,36460,2588,1/10/2001,?,SHC NATIONAL LOCATION,SEARS FORMAT,AUTH HOMETOWN STORES,SOUTHEAST//HOMETOWN,R9040 EAST,D391 DOTHAN,AUTHORIZED HOMETOWN STORE,  ,?,O ,?,5,DEEP SOUTH,0,1,OPEN FOR PROFIT,0,0
100000,70002,260,75407,74407,73407,37964,50,700,  ,HDQ,D0824MI,?,0,,37964,HOFFMAN EST,IL,60179,?,4/20/2006,?,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,Overhead  /OHD 6,OVERHEAD RGN,OVERHEAD DIST,MERCHANDISE IMPLEMENTATIO,  ,?,  ,?,7,NORTH CENTRAL,0,4,UNDEFINED,0,0
100000,70002,260,75403,74403,73403,36991,50,700,  ,HDQ,0036991,36991,0,,36991,HOFFMAN ESTATES,IL,60179,3333,1/9/2013,?,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,RSATO     /   SEGMEN,RSATO SEGMENTED A,DSATO SEGMENTED A,SHO OVHD RESTATEMENT UNIT,  ,?,  ,?,0,,0,4,UNDEFINED,0,0
100000,70002,120,80074,79074,78553,6442,50,001,N1,SAC,0006442,6442,0,,1750,ORLAND PARK,IL,60462,6551,3/15/1976,?,SHC NATIONAL LOCATION,SEARS FORMAT,SEARS AUTO CENTERS,SOUTH CENT/SAC - REG,CENTRAL REG 9074,CHICAGO - S 553,ORLAND PARK-SAC,  ,?,N1,?,10,NORTH MIDWEST,0,1,OPEN FOR PROFIT,0,0
100000,70002,150,80528,79528,78109,1841,50,001,O ,DLR,0001841,1841,0,,1841,FOUNTAIN HILLS,AZ,85268,?,6/25/2008,?,SHC NATIONAL LOCATION,SEARS FORMAT,AUTH HOMETOWN STORES,R9037 WEST/HOMETOWN,R9037 WEST REG,D109 PHOENIX,AUTHORIZED HOMETOWN STORE,  ,?,O ,?,20,DESERT/SOUTHWEST,0,1,OPEN FOR PROFIT,0,0
100000,70002,260,58998,58998,58998,25936,50,450,J ,APO,0025936,25936,0,,25936,HOFFMAN ESTATES,IL,60179,3333,9/15/2006,?,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,WORK FROM /   DEMPST,DEMPSTER CHRIS,DEMPSTER CHRIS,OHIO - WORK FROM HOME,  ,?,J ,?,0,,0,4,UNDEFINED,0,0
