NatlDesc,LocnNbr,StrFmt,LocnCity,LocnStCd,LocnNm,LocnStat,OrigFacilNbr,CloseDT
SEARS FORMAT,6532,SAC,RICHMOND HTS,OH,RICHMOND HTS-SAC,OPEN,6532,-2.2089888E9
SEARS FORMAT,6533,SAC,MANKATO,MN,MANKATO-SAC,OPEN,6533,-2.2089888E9
SEARS FORMAT,6534,SAC,ROCKAWAY,NJ,ROCKAWAY-SAC,OPEN,6534,-2.2089888E9
SEARS FORMAT,6535,SAC,INDIANA,PA,INDIANA-SAC,OPEN,6535,-2.2089888E9
SEARS FORMAT,6537,SAC,KNOXVILLE,TN,KNOXVILLE-SAC,OPEN,6537,-2.2089888E9
SEARS FORMAT,6538,SAC,LAFAYETTE,IN,LAFAYETTE-SAC,OPEN,6538,-2.2089888E9
SEARS FORMAT,6539,SAC,MEDFORD,OR,MEDFORD-SAC,OPEN,6539,-2.2089888E9
SEARS FORMAT,6542,SAC,WEST DUNDEE,IL,WEST DUNDEE-SAC,OPEN,6542,-2.2089888E9
SEARS FORMAT,6543,SAC,STROUDSBURG,PA,STROUDSBURG-SAC,OPEN,6543,-2.2089888E9
SEARS FORMAT,6544,SAC,GAITHERSBURG,MD,GAITHERSBURG-SAC,OPEN,6544,-2.2089888E9
SEARS FORMAT,6545,SAC,UNIONTOWN,PA,UNIONTOWN-SAC,OPEN,6545,-2.2089888E9
SEARS FORMAT,6547,SAC,ROCK HILL,SC,ROCK HILL-SAC,OPEN,6547,-2.2089888E9
SEARS FORMAT,6548,SAC,COLORADO SPGS,CO,COLORADO SPRINGS-SAC,OPEN,6548,-2.2089888E9
SEARS FORMAT,6549,SAC,LAREDO,TX,LAREDO-SAC,OPEN,6549,-2.2089888E9
SEARS FORMAT,6550,SAC,REDDING,CA,REDDING-SAC,OPEN,6550,-2.2089888E9
SEARS FORMAT,6552,SAC,MADISON,WI,MADISON-SAC,OPEN,6552,-2.2089888E9
SEARS FORMAT,6559,SAC,PARIS,TX,PARIS-SAC,OPEN,6559,-2.2089888E9
SEARS FORMAT,6560,SAC,RENO,NV,RENO-SAC,OPEN,6560,-2.2089888E9
SEARS FORMAT,6562,SAC,NEWPORT NEWS,VA,NEWPORT NEWS-SAC,OPEN,6562,-2.2089888E9
SEARS FORMAT,6563,SAC,CEDAR PARK,TX,AUSTIN/LAKELINE-SAC,OPEN,6563,-2.2089888E9
SEARS FORMAT,6564,SAC,GREENSBURG,PA,GREENSBURG-SAC,OPEN,6564,-2.2089888E9
SEARS FORMAT,6567,SAC,NORTH OLMSTED,OH,NORTH OLMSTED-SAC,OPEN,6567,-2.2089888E9
SEARS FORMAT,6568,SAC,NEWARK,CA,NEWARK-SAC,OPEN,6568,-2.2089888E9
SEARS FORMAT,6570,SAC,FLAGSTAFF,AZ,FLAGSTAFF-SAC,OPEN,6570,-2.2089888E9
SEARS FORMAT,6577,SAC,HOUSTON,TX,HOUSTON-SAC,OPEN,6577,-2.2089888E9
SEARS FORMAT,6579,SAC,SPOKANE,WA,SPOKANE-SAC,OPEN,6579,-2.2089888E9
SEARS FORMAT,6582,SAC,ALEXANDRIA,VA,ALEXANDRIA-SAC,OPEN,6582,-2.2089888E9
SEARS FORMAT,6587,SAC,PADUCAH,KY,PADUCAH-SAC,OPEN,6587,-2.2089888E9
SEARS FORMAT,6590,SAC,LOUISVILLE,KY,LOUISVILLE/OXMOOR-SAC,OPEN,6590,-2.2089888E9
SEARS FORMAT,6591,SAC,HILO,HI,HILO-SAC,OPEN,6591,-2.2089888E9
SEARS FORMAT,6592,SAC,DAYTON,OH,DAYTON-SAC,OPEN,6592,-2.2089888E9
SEARS FORMAT,6593,SAC,LAKEWOOD,NY,LAKEWOOD-SAC,OPEN,6593,-2.2089888E9
SEARS FORMAT,6594,SAC,LAWRENCEVILLE,NJ,LAWRENCEVILLE-SAC,OPEN,6594,-2.2089888E9
SEARS FORMAT,6600,SAC,MEMPHIS,TN,MEMPHIS/WOLFCHASE-SAC,OPEN,6600,-2.2089888E9
SEARS FORMAT,6601,SAC,MESA,AZ,MESA-SAC,OPEN,6601,-2.2089888E9
SEARS FORMAT,6602,SAC,FT WAYNE,IN,FT WAYNE-SAC,OPEN,6602,-2.2089888E9
SEARS FORMAT,6604,SAC,PARAMUS,NJ,PARAMUS-SAC,OPEN,6604,-2.2089888E9
SEARS FORMAT,6608,SAC,PHOENIX,AZ,PHOENIX/WESTRIDGE-SAC,OPEN,6608,-2.2089888E9
SEARS FORMAT,6610,SAC,EUREKA,CA,EUREKA-SAC,OPEN,6610,-2.2089888E9
SEARS FORMAT,6612,SAC,DURHAM,NC,DURHAM-SAC,OPEN,6612,-2.2089888E9
SEARS FORMAT,6613,SAC,MANCHESTER,CT,MANCHESTER-SAC,OPEN,6613,-2.2089888E9
SEARS FORMAT,6615,SAC,GLENS FALLS,NY,GLENS FALLS-SAC,OPEN,6615,-2.2089888E9
SEARS FORMAT,6617,SAC,JOPLIN,MO,JOPLIN-SAC,OPEN,6617,-2.2089888E9
SEARS FORMAT,6620,SAC,NILES,OH,NILES-SAC,OPEN,6620,-2.2089888E9
SEARS FORMAT,6621,SAC,TUCSON,AZ,TUCSON-SAC,OPEN,6621,-2.2089888E9
SEARS FORMAT,6624,SAC,NORMAN,OK,NORMAN-SAC,OPEN,6624,-2.2089888E9
SEARS FORMAT,6627,SAC,FLORENCE,KY,FLORENCE-SAC,OPEN,6627,-2.2089888E9
SEARS FORMAT,6630,SAC,CHICAGO RIDGE,IL,CHICAGO RIDGE-SAC,OPEN,6630,-2.2089888E9
SEARS FORMAT,6632,SAC,BURLINGTON,NC,BURLINGTON-SAC,OPEN,6632,-2.2089888E9
SEARS FORMAT,6634,SAC,BROWNSVILLE,TX,BROWNSVILLE-SAC,OPEN,6634,-2.2089888E9
SEARS FORMAT,6636,SAC,KEY WEST,FL,KEY WEST-SAC,OPEN,6636,-2.2089888E9
SEARS FORMAT,6638,SAC,OGDEN,UT,OGDEN-SAC,OPEN,6638,-2.2089888E9
SEARS FORMAT,6640,SAC,CHICO,CA,CHICO-SAC,OPEN,6640,-2.2089888E9
SEARS FORMAT,6642,SAC,LA CROSSE,WI,LA CROSSE-SAC,OPEN,6642,-2.2089888E9
SEARS FORMAT,6645,SAC,N CHARLESTON,SC,N CHARLESTON-SAC,OPEN,6645,-2.2089888E9
SEARS FORMAT,6646,SAC,MELBOURNE,FL,MELBOURNE-SAC,OPEN,6646,-2.2089888E9
SEARS FORMAT,6647,SAC,HOUSTON,TX,HOUSTON-SAC,OPEN,6647,-2.2089888E9
SEARS FORMAT,6649,SAC,TEXAS CITY,TX,TEXAS CITY-SAC,OPEN,6649,-2.2089888E9
SEARS FORMAT,6650,SAC,HARLINGEN,TX,HARLINGEN-SAC,OPEN,6650,-2.2089888E9
SEARS FORMAT,6651,SAC,PHOENIX,AZ,PHOENIX-SAC,OPEN,6651,-2.2089888E9
SEARS FORMAT,6652,SAC,APPLETON,WI,APPLETON-SAC,OPEN,6652,-2.2089888E9
SEARS FORMAT,6653,SAC,NATICK,MA,NATICK-SAC,OPEN,6653,-2.2089888E9
SEARS FORMAT,6654,SAC,OCEAN,NJ,OCEAN-SAC,OPEN,6654,-2.2089888E9
SEARS FORMAT,6655,SAC,FARGO,ND,FARGO-SAC,OPEN,6655,-2.2089888E9
SEARS FORMAT,6656,SAC,BOWLING GREEN,KY,BOWLING GREEN-SAC,OPEN,6656,-2.2089888E9
SEARS FORMAT,6657,SAC,HOUMA,LA,HOUMA-SAC,OPEN,6657,-2.2089888E9
SEARS FORMAT,6661,SAC,PHOENIX,AZ,PHOENIX-SAC,OPEN,6661,-2.2089888E9
SEARS FORMAT,6662,SAC,JACKSON,MI,JACKSON-SAC,OPEN,6662,-2.2089888E9
SEARS FORMAT,6664,SAC,DENTON,TX,DENTON-SAC,OPEN,6664,-2.2089888E9
SEARS FORMAT,6669,SAC,TYLER,TX,TYLER-SAC,OPEN,6669,-2.2089888E9
SEARS FORMAT,6671,SAC,LAKEWOOD,CO,LAKEWOOD-SAC,OPEN,6671,-2.2089888E9
SEARS FORMAT,6673,SAC,WEST HARTFORD,CT,WEST HARTFORD-SAC,CLOSING,6673,-2.2089888E9
SEARS FORMAT,6674,SAC,YORKTOWN,NY,YORKTOWN-SAC,OPEN,6674,-2.2089888E9
SEARS FORMAT,6675,SAC,LIMA,OH,LIMA-SAC,OPEN,6675,-2.2089888E9
SEARS FORMAT,6682,SAC,SELINSGROVE,PA,SELINSGROVE-SAC,OPEN,6682,-2.2089888E9
SEARS FORMAT,6685,SAC,CHARLOTTESVILLE,VA,CHARLOTTESVILLE-SAC,OPEN,6685,-2.2089888E9
SEARS FORMAT,6692,SAC,BATTLE CREEK,MI,BATTLE CREEK-SAC,OPEN,6692,-2.2089888E9
SEARS FORMAT,6693,SAC,CONCORD,NH,CONCORD-SAC,OPEN,6693,-2.2089888E9
SEARS FORMAT,6694,SAC,ALTOONA,PA,ALTOONA-SAC,OPEN,6694,-2.2089888E9
SEARS FORMAT,6696,SAC,BRADENTON,FL,BRADENTON-SAC,OPEN,6696,-2.2089888E9
SEARS FORMAT,6697,SAC,OCALA,FL,OCALA-SAC,OPEN,6697,-2.2089888E9
SEARS FORMAT,6698,SAC,SAN DIEGO,CA,SAN DIEGO-SAC,OPEN,6698,-2.2089888E9
SEARS FORMAT,6699,SAC,ARLINGTON,TX,ARLINGTON/PARKS-SAC,OPEN,6699,-2.2089888E9
SEARS FORMAT,6701,SAC,GLENDALE,CA,GLENDALE-SAC,OPEN,6701,-2.2089888E9
SEARS FORMAT,6703,SAC,WILMINGTON,DE,WILMINGTON-SAC,OPEN,6703,-2.2089888E9
SEARS FORMAT,6705,SAC,PARKERSBURG,WV,PARKERSBURG-SAC,OPEN,6705,-2.2089888E9
SEARS FORMAT,6706,SAC,SPRINGFIELD,OH,SPRINGFIELD-SAC,OPEN,6706,-2.2089888E9
SEARS FORMAT,6709,SAC,RICHARDSON,TX,RICHARDSON-SAC,OPEN,6709,-2.2089888E9
SEARS FORMAT,6710,SAC,EVANSVILLE,IN,EVANSVILLE-SAC,OPEN,6710,-2.2089888E9
SEARS FORMAT,6711,SAC,RIVERSIDE,CA,RIVERSIDE-SAC,OPEN,6711,-2.2089888E9
SEARS FORMAT,6712,SAC,GREENSBORO,NC,GREENSBORO-SAC,OPEN,6712,-2.2089888E9
SEARS FORMAT,6713,SAC,WILLIAMSVILLE,NY,WILLIAMSVILLE-SAC,OPEN,6713,-2.2089888E9
SEARS FORMAT,6714,SAC,MIDLAND,TX,MIDLAND-SAC,OPEN,6714,-2.2089888E9
SEARS FORMAT,6718,SAC,SANTA ROSA,CA,SANTA ROSA-SAC,OPEN,6718,-2.2089888E9
SEARS FORMAT,6721,SAC,TORRANCE,CA,TORRANCE-SAC,OPEN,6721,-2.2089888E9
SEARS FORMAT,6723,SAC,WOONSOCKET,RI,WOONSOCKET-SAC,OPEN,6723,-2.2089888E9
SEARS FORMAT,6727,SAC,FLORENCE,SC,FLORENCE-SAC,OPEN,6727,-2.2089888E9
SEARS FORMAT,6728,SAC,GREENVILLE,NC,GREENVILLE-SAC,OPEN,6728,-2.2089888E9
SEARS FORMAT,6729,SAC,PASADENA,CA,PASADENA-SAC,OPEN,6729,-2.2089888E9
SEARS FORMAT,6731,SAC,BUENA PARK,CA,BUENA PARK-SAC,OPEN,6731,-2.2089888E9
SEARS FORMAT,6732,SAC,WINSTON SALEM,NC,WINSTON SALES-SAC,OPEN,6732,-2.2089888E9
SEARS FORMAT,6734,SAC,COCKEYSVILLE,MD,COCKEYSVILLE-SAC,OPEN,6734,-2.2089888E9
SEARS FORMAT,6735,SAC,ORANGE PARK,FL,ORANGE PARK-SAC,OPEN,6735,-2.2089888E9
SEARS FORMAT,6736,SAC,KNOXVILLE,TN,KNOXVILLE-SAC,OPEN,6736,-2.2089888E9
SEARS FORMAT,6738,SAC,ATHENS,GA,ATHENS-SAC,OPEN,6738,-2.2089888E9
SEARS FORMAT,6739,SAC,TEXARKANA,TX,TEXARKANA-SAC,OPEN,6739,-2.2089888E9
SEARS FORMAT,6744,SAC,BALTIMORE,MD,PARKVILLE-SAC,OPEN,6744,-2.2089888E9
SEARS FORMAT,6745,SAC,GREEN BAY,WI,GREEN BAY-SAC,OPEN,6745,-2.2089888E9
SEARS FORMAT,6748,SAC,WESTMINSTER,CA,WESTMINSTER-SAC,OPEN,6748,-2.2089888E9
SEARS FORMAT,6749,SAC,BEAUMONT,TX,BEAUMONT-SAC,OPEN,6749,-2.2089888E9
SEARS FORMAT,6752,SAC,RALEIGH,NC,RALEIGH-SAC,OPEN,6752,-2.2089888E9
SEARS FORMAT,6754,SAC,E NORTHPORT,NY,EAST NORTHPORT-SAC,OPEN,6754,-2.2089888E9
SEARS FORMAT,6755,SAC,TAMPA,FL,TAMPA-SAC,OPEN,6755,-2.2089888E9
SEARS FORMAT,6758,SAC,HUNTSVILLE,AL,HUNTSVILLE-SAC,CLOSING,6758,-2.2089888E9
SEARS FORMAT,6759,SAC,TWIN FALLS,ID,TWIN FALLS-SAC,OPEN,6759,-2.2089888E9
SEARS FORMAT,6760,SAC,MINOT,ND,MINOT-SAC,OPEN,6760,-2.2089888E9
SEARS FORMAT,6761,SAC,TRAVERSE CITY,MI,TRAVERSE CITY-SAC,OPEN,6761,-2.2089888E9
SEARS FORMAT,6762,SAC,LINCOLN,NE,LINCOLN-SAC,OPEN,6762,-2.2089888E9
SEARS FORMAT,6765,SAC,MICHIGAN CITY,IN,MICHIGAN CITY-SAC,OPEN,6765,-2.2089888E9
SEARS FORMAT,6766,SAC,CHATTANOOGA,TN,CHATTANOOGA-SAC,OPEN,6766,-2.2089888E9
SEARS FORMAT,6767,SAC,GOODLETTSVILLE,TN,GOODLETTSVILLE-SAC,OPEN,6767,-2.2089888E9
SEARS FORMAT,6771,SAC,HAYWARD,CA,HAYWARD-SAC,OPEN,6771,-2.2089888E9
SEARS FORMAT,6772,SAC,MADISON,WI,MADISON/EAST-SAC,OPEN,6772,-2.2089888E9
SEARS FORMAT,6773,SAC,READING,PA,READING-SAC,OPEN,6773,-2.2089888E9
SEARS FORMAT,6774,SAC,NORTH WALES,PA,NORTH WALES-SAC,OPEN,6774,-2.2089888E9
SEARS FORMAT,6776,SAC,HEATH,OH,HEATH-SAC,OPEN,6776,-2.2089888E9
SEARS FORMAT,6777,SAC,TOMS RIVER,NJ,TOMS RIVER-SAC,OPEN,6777,-2.2089888E9
SEARS FORMAT,6778,SAC,FAIRFIELD,CA,FAIRFIELD-SAC,OPEN,6778,-2.2089888E9
SEARS FORMAT,6779,SAC,EVERETT,WA,EVERETT-SAC,OPEN,6779,-2.2089888E9
SEARS FORMAT,6783,SAC,WHITEHALL,PA,WHITEHALL-SAC,OPEN,6783,-2.2089888E9
SEARS FORMAT,6784,SAC,MATTESON,IL,MATTESON-SAC,OPEN,6784,-2.2089888E9
SEARS FORMAT,6786,SAC,JOHNSON CITY,TN,JOHNSON CITY-SAC,OPEN,6786,-2.2089888E9
SEARS FORMAT,6787,SAC,PHILLIPSBURG,NJ,PHILLIPSBURG-SAC,OPEN,6787,-2.2089888E9
SEARS FORMAT,6791,SAC,STOCKTON,CA,STOCKTON-SAC,OPEN,6791,-2.2089888E9
SEARS FORMAT,6792,SAC,MERIDIAN,MS,MERIDIAN-SAC,OPEN,6792,-2.2089888E9
SEARS FORMAT,6793,SAC,S PORTLAND,ME,SOUTH PORTLAND-SAC,OPEN,6793,-2.2089888E9
SEARS FORMAT,6794,SAC,COLUMBIA,MD,COLUMBIA-SAC,OPEN,6794,-2.2089888E9
SEARS FORMAT,6796,SAC,JANESVILLE,WI,JANESVILLE-SAC,OPEN,6796,-2.2089888E9
SEARS FORMAT,6797,SAC,MESQUITE,TX,MESQUITE-SAC,OPEN,6797,-2.2089888E9
SEARS FORMAT,6798,SAC,TUCSON,AZ,TUCSON-SAC,OPEN,6798,-2.2089888E9
SEARS FORMAT,6799,SAC,CITRUS HTS,CA,CITRUS HEIGHTS-SAC,OPEN,6799,-2.2089888E9
SEARS FORMAT,6801,SAC,TULSA,OK,TULSA-SAC,OPEN,6801,-2.2089888E9
SEARS FORMAT,6802,SAC,CEDAR RAPIDS,IA,CEDAR RAPIDS-SAC,OPEN,6802,-2.2089888E9
SEARS FORMAT,6803,SAC,WILLOW GROVE,PA,WILLOW GROVE-SAC,OPEN,6803,-2.2089888E9
SEARS FORMAT,6805,SAC,TRACY,CA,TRACY-SAC,OPEN,6805,-2.2089888E9
SEARS FORMAT,6807,SAC,GAINESVILLE,GA,GAINESVILLE-SAC,OPEN,6807,-2.2089888E9
SEARS FORMAT,6808,SAC,KINGSPORT,TN,KINGSPORT-SAC,OPEN,6808,-2.2089888E9
SEARS FORMAT,6809,SAC,YUBA CITY,CA,YUBA CITY-SAC,OPEN,6809,-2.2089888E9
SEARS FORMAT,6810,SAC,WESTLAND,MI,WESTLAND CTR-SAC,OPEN,6810,-2.2089888E9
SEARS FORMAT,6811,SAC,FRESNO,CA,FRESNO-SAC,OPEN,6811,-2.2089888E9
SEARS FORMAT,6813,SAC,BRUNSWICK,ME,BRUNSWICK-SAC,OPEN,6813,-2.2089888E9
SEARS FORMAT,6814,SAC,HERMITAGE,PA,HERMITAGE-SAC,OPEN,6814,-2.2089888E9
SEARS FORMAT,6817,SAC,AUSTIN,TX,AUSTIN-SAC,OPEN,6817,-2.2089888E9
SEARS FORMAT,6818,SAC,SAN RAFAEL,CA,SAN RAFAEL-SAC,OPEN,6818,-2.2089888E9
SEARS FORMAT,6820,SAC,BOYNTON BEACH,FL,BOYNTON BEACH-SAC,OPEN,6820,-2.2089888E9
SEARS FORMAT,6821,SAC,CHULA VISTA,CA,CHULA VISTA-SAC,OPEN,6821,-2.2089888E9
SEARS FORMAT,6827,SAC,HICKORY,NC,HICKORY-SAC,OPEN,6827,-2.2089888E9
SEARS FORMAT,6828,SAC,MONTCLAIR,CA,MONTCLAIR-SAC,OPEN,6828,-2.2089888E9
SEARS FORMAT,6829,SAC,VALENCIA,CA,SANTA CLARITA-SAC,OPEN,6829,-2.2089888E9
SEARS FORMAT,6830,SAC,INDEPENDENCE,MO,INDEPENDENCE-SAC,OPEN,6830,-2.2089888E9
SEARS FORMAT,6831,SAC,CONCORD,CA,CONCORD-SAC,OPEN,6831,-2.2089888E9
SEARS FORMAT,6833,SAC,BENSALEM,PA,BENSALEM-SAC,OPEN,6833,-2.2089888E9
SEARS FORMAT,6834,SAC,BRANDON,FL,BRANDON-SAC,OPEN,6834,-2.2089888E9
SEARS FORMAT,6838,SAC,SAN JOSE,CA,SAN JOSE-SAC,OPEN,6838,-2.2089888E9
SEARS FORMAT,6840,SAC,SAINT CLOUD,MN,ST CLOUD-SAC,OPEN,6840,-2.2089888E9
SEARS FORMAT,6841,SAC,ORANGE,CA,ORANGE-SAC,OPEN,6841,-2.2089888E9
SEARS FORMAT,6842,SAC,ENFIELD,CT,ENFIELD-SAC,OPEN,6842,-2.2089888E9
SEARS FORMAT,6843,SAC,LANESBORO,MA,LANESBORO-SAC,OPEN,6843,-2.2089888E9
SEARS FORMAT,6848,SAC,ESCONDIDO,CA,ESCONDIDO-SAC,OPEN,6848,-2.2089888E9
SEARS FORMAT,6849,SAC,UNION GAP,WA,UNION GAP-SAC,OPEN,6849,-2.2089888E9
SEARS FORMAT,6850,SAC,JEFFERSON CTY,MO,JEFFERSON CITY-SAC,OPEN,6850,-2.2089888E9
SEARS FORMAT,6851,SAC,COSTA MESA,CA,COSTA MESA-SAC,OPEN,6851,-2.2089888E9
SEARS FORMAT,6854,SAC,HACKENSACK,NJ,HACKENSACK-SAC,OPEN,6854,-2.2089888E9
SEARS FORMAT,6857,SAC,ATLANTA,GA,ATLANTA/CUMBERLAND-SAC,OPEN,6857,-2.2089888E9
SEARS FORMAT,6859,SAC,SN BERNARDINO,CA,SAN BERNARDINO-SAC,OPEN,6859,-2.2089888E9
SEARS FORMAT,6861,SAC,SACRAMENTO,CA,SACRAMENTO-SAC,OPEN,6861,-2.2089888E9
SEARS FORMAT,6862,SAC,KENOSHA,WI,KENOSHA-SAC,OPEN,6862,-2.2089888E9
SEARS FORMAT,6868,SAC,NORTHRIDGE,CA,NORTHRIDGE-SAC,OPEN,6868,-2.2089888E9
SEARS FORMAT,6871,SAC,OMAHA,NE,OMAHA-SAC,OPEN,6871,-2.2089888E9
SEARS FORMAT,6872,SAC,BISMARCK,ND,BISMARCK-SAC,OPEN,6872,-2.2089888E9
SEARS FORMAT,6873,SAC,KINGSTON,NY,KINGSTON-SAC,OPEN,6873,-2.2089888E9
SEARS FORMAT,6874,SAC,HOUSTON,TX,HOUSTON-SAC,OPEN,6874,-2.2089888E9
SEARS FORMAT,6875,SAC,MIAMI,FL,MIAMI/SOUTHLAND-SAC,OPEN,6875,-2.2089888E9
SEARS FORMAT,6876,SAC,SAVANNAH,GA,SAVANNAH-SAC,OPEN,6876,-2.2089888E9
SEARS FORMAT,6877,SVC,STERLING HTS,MI,STERLING HTS-SVC SUPPORT,OPEN,6877,-2.2089888E9
SEARS FORMAT,6879,SAC,BAYTOWN,TX,BAYTOWN-SAC,OPEN,6879,-2.2089888E9
SEARS FORMAT,6880,SAC,MANSFIELD,OH,MANSFIELD-SAC,OPEN,6880,-2.2089888E9
SEARS FORMAT,6881,SAC,SPRINGFIELD,MO,SPRINGFIELD-SAC,OPEN,6881,-2.2089888E9
SEARS FORMAT,6885,SAC,RAPID CITY,SD,RAPID CITY-SAC,OPEN,6885,-2.2089888E9
SEARS FORMAT,6886,SAC,ALBANY,GA,ALBANY-SAC,OPEN,6886,-2.2089888E9
SEARS FORMAT,6888,SAC,CERRITOS,CA,CERRITOS-SAC,OPEN,6888,-2.2089888E9
SEARS FORMAT,6891,SAC,COLUMBIA,MO,COLUMBIA-SAC,OPEN,6891,-2.2089888E9
SEARS FORMAT,6896,SAC,ST PETERSBURG,FL,ST PETERSBURG-SAC,CLOSING,6896,-2.2089888E9
SEARS FORMAT,6897,SAC,HOT SPRINGS,AR,HOT SPRINGS-SAC,OPEN,6897,-2.2089888E9
SEARS FORMAT,6898,SAC,TUPELO,MS,TUPELO-SAC,OPEN,6898,-2.2089888E9
SEARS FORMAT,6899,SAC,FRIENDSWOOD,TX,FRIENDSWOOD-SAC,OPEN,6899,-2.2089888E9
SEARS FORMAT,6907,SAC,MARYVILLE,TN,MARYVILLE-SAC,OPEN,6907,-2.2089888E9
SEARS FORMAT,6909,SAC,SAN BRUNO,CA,SAN BRUNO-SAC,OPEN,6909,-2.2089888E9
SEARS FORMAT,6912,SAC,MARLBOROUGH,MA,MARLBOROUGH-SAC,OPEN,6912,-2.2089888E9
SEARS FORMAT,6913,SAC,NEWINGTON,NH,PORTSMOUTH-SAC,OPEN,6913,-2.2089888E9
SEARS FORMAT,6915,SAC,CORAL GABLES,FL,MIAMI - CORAL GABLES-SAC,OPEN,6915,-2.2089888E9
SEARS FORMAT,6916,SAC,BOSSIER CITY,LA,BOSSIER CITY-SAC,OPEN,6916,-2.2089888E9
SEARS FORMAT,6918,SAC,GRAND JCT,CO,GRAND JUNCTION-SAC,OPEN,6918,-2.2089888E9
SEARS FORMAT,6921,SAC,BLOOMINGTON,IL,BLOOMINGTON-SAC,OPEN,6921,-2.2089888E9
SEARS FORMAT,6922,SAC,SIOUX CITY,IA,SIOUX CITY-SAC,OPEN,6922,-2.2089888E9
SEARS FORMAT,6923,SAC,LANCASTER,PA,LANCASTER-SAC,OPEN,6923,-2.2089888E9
SEARS FORMAT,6924,SAC,CUMBERLAND,MD,CUMBERLAND-SAC,OPEN,6924,-2.2089888E9
SEARS FORMAT,6927,SAC,EAU CLAIRE,WI,EAU CLAIRE-SAC,OPEN,6927,-2.2089888E9
SEARS FORMAT,6928,SAC,RICHMOND,CA,RICHMOND-SAC,OPEN,6928,-2.2089888E9
SEARS FORMAT,6929,SAC,SHERMAN,TX,SHERMAN-SAC,OPEN,6929,-2.2089888E9
SEARS FORMAT,6933,SAC,MEDIA,PA,MEDIA-SAC,OPEN,6933,-2.2089888E9
SEARS FORMAT,6934,SAC,STRONGSVILLE,OH,STRONGSVILLE-SAC,OPEN,6934,-2.2089888E9
SEARS FORMAT,6935,SAC,DULUTH,MN,DULUTH-SAC,OPEN,6935,-2.2089888E9
SEARS FORMAT,6936,SAC,MUNCIE,IN,MUNCIE-SAC,OPEN,6936,-2.2089888E9
SEARS FORMAT,6940,SAC,TERRE HAUTE,IN,TERRE HAUTE-SAC,OPEN,6940,-2.2089888E9
SEARS FORMAT,6941,SAC,DANVILLE,VA,DANVILLE-SAC,OPEN,6941,-2.2089888E9
SEARS FORMAT,6943,SAC,HANOVER,PA,HANOVER-SAC,OPEN,6943,-2.2089888E9
SEARS FORMAT,6946,SAC,ALEXANDRIA,LA,ALEXANDRIA-SAC,OPEN,6946,-2.2089888E9
SEARS FORMAT,6947,SAC,TAUNTON,MA,TAUNTON-SAC,OPEN,6947,-2.2089888E9
SEARS FORMAT,6948,SAC,MORENO VALLEY,CA,MORENO VALLEY-SAC,OPEN,6948,-2.2089888E9
SEARS FORMAT,6949,SAC,LONGVIEW,TX,LONGVIEW-SAC,OPEN,6949,-2.2089888E9
SEARS FORMAT,6951,SAC,SALT LAKE CITY,UT,SALT LAKE CITY-SAC,OPEN,6951,-2.2089888E9
SEARS FORMAT,6953,SAC,BANGOR,ME,BANGOR-SAC,OPEN,6953,-2.2089888E9
SEARS FORMAT,6954,SAC,OMAHA,NE,OMAHA-SAC,OPEN,6954,-2.2089888E9
SEARS FORMAT,6955,SAC,DE WITT,NY,DE WITT-SAC,OPEN,6955,-2.2089888E9
SEARS FORMAT,6956,SAC,HIALEAH,FL,HIALEAH-SAC,OPEN,6956,-2.2089888E9
SEARS FORMAT,6959,SAC,BIRMINGHAM,AL,BIRMINGHAM-SAC,OPEN,6959,-2.2089888E9
SEARS FORMAT,6960,SAC,KOKOMO,IN,KOKOMO-SAC,OPEN,6960,-2.2089888E9
SEARS FORMAT,6963,SAC,BALTIMORE,MD,BALTIMORE-SAC,OPEN,6963,-2.2089888E9
SEARS FORMAT,6964,SAC,FREDERICKSBURG,VA,FREDERICKSBURG-SAC,OPEN,6964,-2.2089888E9
SEARS FORMAT,6965,SAC,DAVENPORT,IA,DAVENPORT-SAC,OPEN,6965,-2.2089888E9
SEARS FORMAT,6967,SAC,PENNSDALE,PA,PENNSDALE-SAC,OPEN,6967,-2.2089888E9
SEARS FORMAT,6969,SAC,LAS VEGAS,NV,LAS VEGAS-SAC,OPEN,6969,-2.2089888E9
SEARS FORMAT,6973,SAC,WESTMINSTER,MD,WESTMINSTER-SAC,OPEN,6973,-2.2089888E9
SEARS FORMAT,6977,SAC,NEWBURGH,NY,NEWBURGH-SAC,OPEN,6977,-2.2089888E9
SEARS FORMAT,6981,SAC,EL CAJON,CA,EL CAJON-SAC,OPEN,6981,-2.2089888E9
SEARS FORMAT,6986,SAC,SANFORD,FL,SANFORD-SAC,OPEN,6986,-2.2089888E9
SEARS FORMAT,6991,SAC,DUBLIN,OH,DUBLIN-SAC,OPEN,6991,-2.2089888E9
SEARS FORMAT,6995,SAC,ALTAMONTE SPRINGS,FL,ALTAMONTE SPRINGS-SAC,OPEN,6995,-2.2089888E9
SEARS FORMAT,7013,SVC,WINTER PARK,FL,CITRUS HEIGHTS ASA SVC BR,OPEN,7013,-2.2089888E9
SEARS FORMAT,7019,SVC,CAMPBELL,CA,PARTS DIRECT CHAT REVENUE,OPEN,7019,-2.2089888E9
SEARS FORMAT,7055,SVC,WINTER PARK,FL,FRESNO ASA SVC BRANCH,OPEN,7055,-2.2089888E9
